num_critic_for_reviews,duration,director_facebook_likes,lead_actor_facebook_likes,gross,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,budget,title_year,aspect_ratio,movie_facebook_likes,imdb_score_high
186,189,0,15000,136801374,782610,17716,0,1377,6.00E+07,1999,1.85,30000,1
25,125,10,866,4068087,2164,1281,1,74,1.70E+07,2003,1.85,0,1
413,106,53,13000,62453315,200035,14607,2,407,50200000,2011,1.85,36000,1
232,117,234,11000,87341380,255257,15590,3,374,2.70E+07,2008,2.35,0,0
148,118,14000,11000,179870271,329969,11898,2,524,2.80E+07,1984,2.35,0,1
190,97,6,1000,46440491,35446,2707,1,78,1.00E+08,2011,1.85,0,1
55,99,188,1000,113502246,96607,3696,0,125,3.80E+07,1991,1.85,5000,0
46,95,15,1000,20998709,6095,3845,0,76,1.50E+07,2006,2.35,1000,0
141,84,180,510,1197786,55928,962,2,157,1.20E+07,2004,2.35,0,1
44,108,28,0,505295,1747,0,0,28,1800000,2003,1.85,353,1
445,88,181,15000,75590286,386217,28011,4,553,23600000,2009,2.35,26000,1
140,120,34,18000,50173190,148490,33615,1,537,4.80E+07,2001,2.35,0,1
71,118,41,556,9059588,17261,1873,1,125,1.50E+07,2002,2.35,455,0
173,117,153,35000,46280507,87165,49743,0,184,4.00E+07,2014,1.85,12000,0
164,122,285,8000,148213377,130776,12410,5,437,7.30E+07,2006,2.35,0,0
102,103,0,3000,285761243,311075,7521,5,305,1.80E+07,1990,1.85,20000,1
415,98,11000,594,33404871,150082,1353,1,384,1.80E+07,2013,2.35,36000,1
450,106,0,17000,32154410,148327,18469,0,274,3.00E+07,2013,1.85,29000,1
212,90,80,145,267652016,467113,275,1,945,6.00E+07,2001,1.85,0,1
42,91,23,925,10443316,7159,2913,2,88,1.50E+07,1998,1.85,247,0
317,140,149,27000,13651662,332276,29692,1,514,2.50E+07,2011,2.35,77000,1
164,99,192,347,21133087,62468,1254,0,374,1.20E+07,1999,1.85,0,0
76,98,48,21000,61112916,14888,24664,0,83,5.00E+07,2006,2.35,747,0
169,105,54,3000,51853450,37398,9069,0,110,2.50E+07,2012,1.85,11000,0
304,132,304,15000,116631310,87665,20035,0,323,3.00E+07,2013,1.85,41000,1
202,130,208,12000,202007640,248045,15972,5,890,9.80E+07,2001,2.35,0,0
393,112,1000,10000,31494270,273921,12687,0,522,6.00E+07,2010,1.85,36000,1
158,108,50,14000,16930884,65628,16722,1,262,3.00E+07,2007,2.35,0,0
64,113,58,331,146402,9913,387,1,38,4.00E+06,2002,1.85,0,1
130,110,131,640,102308900,152089,2169,1,309,6.00E+06,1969,2.35,0,1
63,96,19,1000,115862,7394,2163,2,50,6.00E+06,2009,2.35,0,0
516,115,0,26000,181015141,536314,60059,1,738,1.50E+08,2011,2.35,63000,0
26,100,52,795,100328194,85903,2638,0,92,5.00E+07,1995,1.85,0,0
121,117,18000,18000,21078145,26493,20456,0,159,12500000,2002,2.35,0,1
180,119,719,833,73209340,101834,2356,0,628,9.50E+07,2000,1.85,0,0
103,94,480,1000,68525609,132963,3889,5,302,15600000,2000,1.85,0,0
163,113,13,5000,1094798,11158,7692,6,73,7200000,2010,2.35,0,1
40,101,58,12000,14942422,14226,14008,3,60,4.00E+07,1995,1.85,555,0
401,116,14000,10000,234277056,334345,12758,0,2741,1.32E+08,2005,1.85,0,0
17,99,23,97,3273588,4195,382,1,50,6.00E+06,1993,1.85,0,0
151,91,244,538,3885134,31130,1349,0,243,2.00E+06,2005,1.85,0,1
167,113,101,14000,91188905,58184,17786,0,805,8.00E+07,1999,2.35,0,0
596,187,16000,46000,54116191,272839,49912,1,1018,4.40E+07,2015,2.76,114000,1
236,114,174,14000,26442251,76010,16992,2,205,5.00E+07,2015,2.35,15000,0
78,90,26,797,303439,12125,2073,2,78,8.00E+06,2007,2.35,1000,0
59,95,40,663,35927406,36363,2266,0,256,3.00E+07,1997,1.85,1000,0
76,136,218,11000,37901509,96385,12226,1,119,7.00E+07,1997,2.35,0,0
214,107,124,152,63411478,114925,568,1,234,3.90E+07,2009,2.35,13000,1
104,135,323,826,122012643,143696,2575,1,241,3.00E+07,1990,2.35,0,1
335,129,0,12000,49874933,161168,13573,4,287,2.60E+07,2013,2.35,43000,0
345,99,0,13000,5702083,80617,23755,3,190,1.50E+07,2011,1.85,36000,0
93,84,0,13000,111760631,40227,22935,3,188,3.80E+07,2003,1.85,681,0
110,109,473,14000,26183197,38348,16611,0,135,3.60E+07,2003,2.35,0,0
22,88,38,331,76382,1194,1546,2,8,15000,2009,2.35,324,0
57,92,155,448,1400000,1324,1329,0,37,1100000,1987,1.85,241,0
67,98,11000,1000,13383737,29385,4302,4,86,2.00E+07,1994,1.85,979,1
405,125,102,15000,83299761,117719,19809,2,306,3.50E+07,2013,2.35,39000,1
331,95,464,23000,32391374,376600,54075,43,494,7500000,2009,2.35,40000,1
365,100,81,34000,6531491,111658,34446,2,297,2.00E+06,2010,1.85,20000,1
70,94,18,658,3034181,13622,1559,3,128,1.10E+07,2002,1.85,550,0
102,99,212,130,49369900,36108,450,0,260,7.00E+06,1988,1.85,0,0
148,114,59,49000,31655091,87331,50927,0,364,3.00E+07,2007,2.35,18000,1
250,95,163,1000,87025093,188679,4134,0,864,4.00E+06,2005,1.85,0,0
108,100,64,734,7204138,34809,2085,0,125,4.10E+07,2011,2.35,11000,0
44,73,11,1000,11634458,2045,2020,0,37,1.70E+07,1999,1.85,339,0
193,100,293,0,11529368,85028,0,2,404,65000,2004,1.78,0,1
608,195,1000,21000,408992272,557489,30426,3,1187,2.00E+08,2013,2.35,95000,1
265,116,285,12000,119219978,189806,20233,2,316,1.00E+08,2010,2.35,16000,0
111,100,9,599,15500000,51996,2389,0,302,1.60E+07,1999,2.35,0,0
23,115,0,12000,25842000,13455,13619,0,87,2.20E+07,1993,2.35,2000,1
105,88,3,1000,84300000,90360,1178,0,147,2600000,1940,1.37,0,1
234,110,532,3000,47456450,101386,5187,1,289,7.00E+07,2007,2.35,0,1
256,101,6000,6,15081783,85589,13,0,144,3.40E+07,2008,1.85,0,1
209,127,1000,1000,57386369,224013,2601,1,2319,52500000,2001,2.35,10000,1
27,118,0,26000,46451,7663,27756,2,38,7.00E+06,2010,1.85,694,0
40,91,909,909,6706368,22800,1048,0,133,160000,1989,1.66,667,1
86,103,65,11000,14448589,19364,12566,2,128,4.00E+07,2002,2.35,835,0
69,136,0,25000,42700000,78392,41059,2,196,16500000,1995,1.85,0,1
177,96,11000,19000,10515579,66840,20132,0,248,4.00E+06,2006,1.85,0,0
1,111,0,1000,14616,314,2059,1,10,1.20E+07,2015,1.85,26000,1
205,102,0,625,26781723,187595,1655,3,978,2500000,2004,2.35,0,1
248,129,608,1000,3205244,23629,2265,0,141,1.00E+07,2010,2.35,0,1
733,143,0,15000,291021565,548573,20495,0,2536,2.25E+08,2013,2.35,118000,1
56,124,179,11000,8406264,24826,13093,3,175,3.80E+07,1999,2.35,783,0
162,106,0,18000,23272306,740918,20821,4,1182,6.00E+06,1995,2.35,28000,1
333,101,0,925,77222184,87677,1738,0,388,1.00E+08,2009,2.35,11000,0
43,86,302,893,226792,3080,3049,2,44,1.00E+07,2001,1.85,117,0
106,131,46,594,67900000,74374,1898,0,225,27500000,1983,2.35,0,0
192,95,0,20000,866778,44208,20364,3,117,1.00E+07,2007,2.35,0,0
208,106,31,33000,2694973,70885,33734,2,189,7.00E+05,2006,1.85,0,1
75,118,176,18000,66488090,120202,29748,2,397,4.80E+07,1999,2.35,0,0
536,95,0,1000,356454367,345198,2944,1,773,1.75E+08,2015,1.85,118000,1
28,97,117,851,27900000,39508,3036,2,96,3500000,1993,1.85,0,1
318,101,0,2000,47000000,157863,4400,0,1191,3.00E+05,1978,2.35,12000,1
242,112,0,512,22858926,254404,1171,2,840,1.30E+07,1999,1.85,0,1
127,91,30,922,26404753,34203,3301,1,169,4.00E+07,2012,2.35,19000,0
256,95,9,584,131175,30219,1885,2,200,8500000,2015,2.35,22000,0
235,109,226,12000,63143812,124185,13388,0,238,1.50E+08,2010,2.35,11000,0
66,81,10,610,3000000,13269,824,2,98,609000,1935,1.37,1000,1
233,112,21000,17000,95308367,206104,18141,0,850,4.80E+07,2002,2.35,0,0
19,93,0,625,10305534,1721,987,2,38,3500000,1998,1.85,280,0
135,105,125,18000,13101142,23916,23122,5,50,3.50E+07,2012,2.35,0,0
89,132,545,919,29781453,22447,4796,1,210,4.80E+07,2001,1.85,0,0
149,101,51,446,20772796,34232,497,1,346,6.00E+06,2002,2.35,0,1
288,102,126,23000,15047419,357275,25462,1,1061,7.00E+06,2000,2.35,18000,1
350,122,308,17000,191449475,348010,44061,1,1535,3.70E+07,2008,2.35,19000,0
174,97,0,1000,24138847,114797,2990,3,472,5.00E+06,2006,1.85,0,1
56,153,82,695,16800000,25303,1593,1,138,1.00E+07,1968,2.35,0,1
270,108,251,826,20981633,78256,2351,0,492,3.00E+07,2008,2.35,0,0
274,142,0,11000,249358727,382255,33284,3,1504,1.30E+08,2004,2.35,11000,1
7,120,0,178,1098224,397,359,1,30,2.00E+06,2003,1.85,32,0
63,104,30,1000,21800302,12164,4462,1,63,3.00E+07,2004,1.85,491,0
536,99,0,13000,59073773,475518,15082,0,644,2.50E+07,2014,1.37,149000,1
80,112,41,1000,19151864,36983,3301,3,100,4.00E+07,2008,1.85,0,0
38,115,16000,16000,41400000,39451,17209,0,138,6900000,1985,2.35,0,1
57,107,42,1000,49797148,49007,3435,3,97,1.10E+07,1989,1.85,0,1
46,88,30,13000,90443603,112167,15001,1,123,8.00E+07,1996,1.77,0,0
71,113,179,119,5595428,28951,167,0,257,2900000,1998,2.35,0,1
723,178,0,1000,760505847,886204,4834,0,3054,2.37E+08,2009,1.78,33000,1
82,89,10,2000,50802661,58300,3372,1,139,9.50E+07,2000,1.85,0,0
104,148,0,3000,24475416,72443,3967,0,309,890000,1996,1.85,0,1
76,100,87,887,396035,2725,2721,0,48,1.00E+06,2004,1.85,305,0
142,124,212,13000,117541000,269858,16595,0,316,7.00E+07,1990,2.35,0,1
306,98,275,7000,368049635,286877,11905,0,284,7.60E+07,2013,1.85,56000,1
85,150,0,597,4414535,30618,1645,0,224,1.80E+07,1996,2.2,0,1
81,121,608,149,112935,8161,251,0,94,9.00E+06,2002,1.85,484,1
68,98,36,10000,117190,29994,11770,4,86,8.00E+06,2010,2.35,0,0
79,102,91,1000,47285499,26755,3037,3,104,2.60E+07,2003,2.35,542,0
178,89,687,10000,42638165,42183,12183,1,230,1.60E+07,2009,2.35,0,0
157,125,448,273,2086345,64556,529,1,140,1.00E+07,2004,2.35,0,1
518,127,14000,26000,257704099,504419,39284,0,1559,1.50E+08,2009,2.35,19000,1
76,114,92,940,42168445,10791,3565,3,39,3.50E+07,2008,1.85,464,0
171,107,101,931,176483808,247289,4664,1,611,2.30E+07,1998,1.85,0,1
98,118,18,1000,75668868,60504,6427,0,249,3.50E+07,1994,2.35,0,0
63,81,406,13000,63071133,42892,17035,0,154,1.20E+07,1996,1.85,0,0
79,91,108,405,66600000,94435,1185,0,182,3.00E+07,1995,1.85,5000,0
100,91,394,889,14218868,14596,1262,0,282,6.50E+07,2000,2.35,589,0
88,109,11,471,16459004,13320,1069,1,415,1.50E+07,1999,2.35,327,0
280,94,350,326,56437947,85333,486,0,421,9800000,2006,1.85,0,1
87,92,2,783,1677838,11283,1447,0,155,1.00E+06,2006,1.75,0,1
10,89,47,628,444044,744,4249,6,19,1900000,2015,1.85,1000,1
267,123,521,13000,108521835,40123,13752,0,297,1.20E+08,2016,2.35,31000,1
133,84,4,8000,5895238,17169,10123,1,70,6.00E+06,2012,2.35,9000,0
599,153,464,15000,262030663,451803,28489,0,1225,2.30E+08,2012,2.35,56000,0
360,109,487,20000,37553932,304318,34011,2,463,4.00E+07,2011,2.35,52000,0
11,91,21,597,243347,553,2555,3,24,5.00E+05,2002,1.85,86,0
409,84,110,189,107917283,184824,330,0,1189,15000,2007,1.85,12000,0
18,104,53,2000,5974653,2253,4221,0,111,2.20E+07,2001,1.85,158,0
14,102,8,14000,2807854,14129,14281,1,39,1.10E+07,1991,1.85,967,0
169,188,503,10000,134218018,126357,12940,0,497,5.50E+07,1978,2.35,0,1
66,96,3,2000,162,5228,2802,5,38,9.00E+06,2014,2.35,0,0
48,129,81,970,121945720,89972,2551,0,126,2.50E+07,1992,1.85,0,0
174,122,87,2000,22000,30511,4920,4,226,3.00E+06,2011,2.35,0,0
308,101,42,991,39103378,93272,2609,0,251,2.00E+07,2010,2.35,0,0
84,98,21,33000,406035,30314,33441,0,159,1500000,2001,1.66,0,1
156,118,0,40000,10562387,213226,43105,0,648,18500000,1998,2.35,15000,1
228,127,905,15000,38345403,212085,16034,8,492,7.00E+07,2007,2.35,15000,1
40,93,10,789,68208190,60572,2986,1,144,6.50E+07,1999,1.85,0,0
74,88,377,529,4771000,26513,1502,1,174,8.00E+05,1995,1.85,0,1
157,226,149,503,198655278,215340,1862,1,706,3977000,1939,1.37,16000,1
25,106,323,472,45500797,17443,519,2,56,4.00E+07,1992,2.35,694,0
140,118,869,134,34580635,100743,209,1,549,5.20E+07,1999,2.35,0,1
86,148,16,717,1110186,31943,1730,2,224,12800000,2004,2.35,0,1
146,99,167,655,134141530,75903,2394,1,109,2.50E+07,2014,2.35,0,0
143,125,43,2000,8047690,77656,2608,0,220,19400000,2006,2.35,0,1
76,90,138,373,4542775,18313,1831,2,73,6.00E+06,2009,1.85,985,0
328,92,28,10000,55994557,72287,13597,0,176,6.00E+07,2012,2.35,12000,0
48,104,212,879,21413502,14429,2795,5,113,4.00E+07,1990,2.35,2000,0
116,116,150,18000,6002756,24997,21200,2,75,2.00E+07,2012,1.85,13000,1
138,113,319,1000,4717455,18632,1171,0,354,1.20E+07,2003,1.85,656,0
125,126,0,13000,30695227,45296,34774,3,267,6.00E+07,2000,1.85,0,0
92,236,0,933,184208848,186485,2398,1,382,2.20E+07,1990,2.35,0,1
81,115,55,1000,101228120,84424,3454,1,131,1.00E+08,1996,2.35,0,0
175,136,759,11000,33685268,75573,12194,1,662,6.80E+07,2003,2.35,4000,0
256,117,487,1000,244052771,263853,4905,0,584,1.20E+08,2006,2.35,0,1
145,98,0,1000,449558,32307,1163,2,75,1.00E+07,2009,1.85,0,1
305,124,845,15000,52418902,147128,16881,0,277,3.00E+07,2015,2.35,44000,1
212,89,0,2000,21378000,46493,4878,0,335,1.00E+06,1980,2.35,7000,0
90,91,31,1000,10214013,23072,1564,2,89,3.50E+07,2015,2.35,0,0
165,139,150,521,30513940,15843,2060,0,104,3.00E+07,2014,1.85,11000,0
288,98,255,18000,217387997,485430,20453,0,492,1.65E+08,2010,2.35,33000,1
110,108,631,631,26525834,21998,1023,1,227,3.00E+07,1998,1.85,0,0
178,89,687,10000,42638165,42182,12183,1,230,1.60E+07,2009,2.35,0,0
149,101,176,3000,12987647,24019,3431,2,199,3.00E+07,2002,2.35,983,1
121,104,0,754,31899000,23986,2442,0,201,6500000,1980,2.35,0,1
202,110,118,13000,22494487,262160,26451,3,507,2.70E+07,2006,2.35,10000,1
29,91,82,75,1652472,2843,102,7,25,3.00E+05,1996,1.66,166,0
51,110,99,4000,4301331,78241,7921,6,177,4.00E+06,1995,1.85,0,0
233,93,27,960,17427926,60062,1749,0,351,8.00E+06,2008,2.35,0,0
75,98,61,649,32701088,10018,1400,1,108,3.20E+07,2005,2.35,0,0
190,90,108,1000,37470017,86890,1982,0,985,1.00E+07,2001,1.85,0,0
50,103,37,944,105444419,31817,3143,3,117,2.60E+07,1996,1.85,0,0
427,109,1000,177,26003149,185587,278,6,401,2.00E+07,2013,2.35,49000,0
45,88,269,1000,20218,5431,2557,2,50,2.40E+07,2001,2.35,204,0
120,127,36,562,12188642,21098,2230,7,56,2.60E+07,2015,2.35,0,0
30,108,0,873,4903000,4961,4497,3,33,1.20E+07,1996,1.85,251,0
164,101,326,14000,22531698,81523,15990,0,214,7.00E+07,2008,2.35,0,0
150,114,737,2000,60652036,137854,3743,1,560,4.80E+07,1999,2.35,3000,1
25,107,0,941,141853,1427,3099,2,12,1.20E+07,1997,1.85,88,0
122,111,72,19000,6200756,96129,34106,0,488,7.00E+06,2001,1.85,5000,1
13,109,3,54,5199,720,185,0,23,2.00E+05,2004,2.35,30,0
100,100,532,4000,9801782,39331,6046,0,481,1.00E+07,1998,1.85,0,0
112,112,17000,22000,32645,67797,23737,0,223,5.00E+05,1973,1.85,0,1
25,98,28,372,8000000,1400,927,0,41,1.80E+07,1981,2.35,346,0
9,105,28,426,123777,342,1043,0,15,3500000,2016,1.85,0,0
110,87,23,826,480314,38503,4473,4,180,2.10E+07,2006,2.35,0,0
152,113,323,1000,69304264,73068,4660,0,419,4.80E+07,1999,2.35,0,0
152,153,610,12000,40911830,55994,15046,0,454,1.15E+08,2002,2.35,0,0
80,135,503,8000,76081498,76099,8355,1,162,7.50E+07,1997,2.35,0,0
645,152,22000,23000,533316061,1676169,57802,0,4667,1.85E+08,2008,2.35,37000,1
178,94,62,14000,103812241,67296,27842,3,133,7.90E+07,2012,1.85,0,0
129,103,593,374,3093491,8307,1283,0,37,5.00E+06,2014,1.85,5000,0
40,94,7,235,81525,29392,303,1,91,15300000,2001,2.35,0,0
223,127,883,11000,290158751,837759,12643,0,900,1.80E+07,1980,2.35,17000,1
47,107,99,18000,20550712,40346,31014,1,95,5.00E+07,1996,1.85,1000,0
43,120,155,344,36733909,38949,2054,3,112,3.20E+07,1993,1.85,0,1
371,114,171,6000,18996755,145270,7099,0,322,4.50E+07,2012,2.35,54000,1
290,104,0,20000,157299717,452928,21397,0,1401,7.50E+07,2000,2.35,0,1
158,104,681,584,62494975,179500,1235,5,378,8.50E+07,2006,2.35,0,0
217,105,260,20000,28501651,88037,39473,0,201,2.60E+07,2009,2.35,10000,1
60,122,380,18000,26830000,101889,32930,3,365,1.80E+07,1989,1.85,0,1
31,90,204,1000,99147,1884,3207,3,28,2.00E+06,1998,1.85,69,0
262,92,87,15000,58401464,276746,16982,1,264,8.00E+06,2010,1.85,19000,1
377,162,21000,21000,33048353,301279,36928,0,589,6.50E+07,2007,2.35,12000,1
185,120,19,8000,23947,357579,12755,0,1100,1.30E+07,2004,1.85,15000,1
95,97,8,423,17000000,3274,516,0,84,5.00E+05,1977,1.85,0,0
158,96,31,804,3590010,20885,3013,0,60,2.00E+06,2015,1.85,0,0
98,110,143,155,49413,6919,398,0,26,3.50E+07,2006,2.35,528,1
280,172,667,211,2835886,55516,456,2,124,9200000,2013,2.35,29000,1
383,102,480,14000,254455986,375879,16143,0,402,8.00E+07,2011,2.35,56000,0
382,129,0,21000,186830669,338635,22403,2,412,1.25E+08,2011,2.35,39000,1
488,122,1000,2000,74273505,612060,4738,0,1518,2.50E+07,2007,2.35,21000,1
120,109,0,3000,3798532,41138,3668,0,208,4500000,1996,1.85,2000,1
119,97,164,436,12212417,30643,1172,3,144,1.50E+07,2003,2.35,622,0
271,143,563,40000,305388685,809474,48184,3,2113,1.40E+08,2003,2.35,10000,1
233,88,20,22000,161317423,145321,25354,0,139,9.50E+07,2012,2.35,14000,0
174,185,14000,14000,96067179,865020,15233,0,1273,2.20E+07,1993,1.85,41000,1
126,90,9,710,603943,26407,2655,0,154,5.00E+05,2004,1.85,1000,1
130,117,43,742,43100000,75280,2127,0,267,9500000,1967,2.35,0,0
9,100,6,396,31937,1358,2310,3,10,5.00E+05,2007,1.85,60,0
6,107,6,963,1000000,2215,2209,1,26,9.00E+06,1977,1.85,122,0
21,90,4,20000,277233,2631,20814,5,26,40000,1999,1.85,0,1
5,93,18,400,11784000,6701,1151,0,26,2.00E+07,1994,1.85,444,0
175,111,81,3000,33631221,48559,3784,1,145,2.50E+07,2014,2.35,0,0
46,96,0,49000,371081,7479,51441,2,86,6.00E+06,2004,1.85,857,0
486,112,230,26000,206360018,414070,59803,3,532,1.70E+08,2013,2.35,63000,1
224,98,541,8000,35063732,164608,10938,1,383,3.20E+07,2007,2.35,10000,0
278,119,11000,19000,23089926,166269,20391,3,735,1.50E+07,2005,1.85,0,1
274,118,65,11000,57981889,173848,13943,1,203,4.00E+07,2011,2.35,25000,1
289,95,4,788,14291570,82082,1414,2,236,2.00E+07,2012,2.35,10000,0
313,99,119,600,59617068,213863,1375,0,310,6.50E+07,2012,2.35,59000,0
83,112,608,11000,65500000,66966,22479,1,175,1.20E+07,1985,1.85,0,1
252,145,14000,10000,132014112,399651,12546,0,1331,1.02E+08,2002,2.35,0,1
256,119,99,15000,121463226,422606,17584,2,555,2.00E+07,2007,1.85,0,1
249,132,47,988,81687587,138246,2517,0,360,6.10E+07,2015,2.35,24000,0
160,100,11,13000,9176553,19147,19330,1,97,7500000,2009,2.35,0,1
354,111,16000,926,70098138,735784,3983,0,2105,3.00E+07,2003,2.35,13000,1
287,120,0,103,128067808,217740,129,3,1641,1.50E+07,2000,2.35,0,1
440,107,14000,2000,77564037,177383,4631,1,447,1.35E+08,2011,2.35,44000,1
201,106,0,742,25244700,91017,2270,1,284,6.00E+06,1981,2.35,0,1
194,141,14000,29000,164435221,525801,48153,0,667,5.20E+07,2002,1.85,15000,1
419,123,120,13000,35887263,265507,14100,0,388,1.50E+07,2014,2.35,90000,1
98,87,9,15000,33643461,11257,20061,0,65,5.00E+07,2010,2.35,0,0
538,138,737,34000,150117807,358416,83012,5,751,4.00E+07,2013,2.35,63000,1
217,111,655,24000,13362308,31898,39307,1,111,1.80E+07,2013,2.35,0,0
61,86,70,878,10397365,11693,2165,5,104,1.40E+07,2001,2.35,613,0
161,100,0,11000,13103828,59982,12237,0,463,1.10E+07,2001,1.85,5000,1
74,119,116,738,8888143,22250,2171,0,123,2.80E+07,1999,2.35,913,0
99,120,11,16,76400000,71321,16,0,230,2280000,1940,1.37,3000,1
472,112,662,2000,115646235,531737,2639,0,1262,3.00E+07,2009,1.85,22000,1
35,96,3,4000,4394936,11439,5668,1,190,6.00E+06,1999,2.35,901,0
294,106,0,18000,94999143,245152,33645,0,1344,7.50E+07,2000,2.35,0,1
211,123,368,933,30688364,69355,1286,0,211,2.80E+07,2014,2.35,10000,0
91,148,72,582,39251128,31080,804,2,217,7.50E+07,1999,2.35,0,0
52,114,46,818,6543194,3740,1778,1,61,3.40E+07,2000,2.35,314,0
4,92,4,93,425899,1123,168,0,31,4.00E+05,2010,1.78,638,0
99,113,44,61,617228,6183,92,1,27,84450000,2006,1.85,1000,1
181,142,0,16000,6100000,503509,16089,3,780,1200000,1966,2.35,20000,1
82,140,0,720,35183792,68159,3044,1,209,3.80E+07,1991,2.35,0,1
287,110,0,3000,58885635,194422,10438,0,1057,2.60E+07,2004,2.35,7000,1
78,94,6,490,17010646,40751,1195,0,239,8.40E+07,2005,1.85,881,0
43,117,11000,905,20101861,24757,2348,0,81,4.50E+07,1996,2.35,0,0
85,118,12,201,5709616,11088,546,0,110,1800000,2002,1.85,544,0
479,118,0,14000,138795342,503631,15732,0,636,1.50E+07,2010,1.85,64000,1
188,120,153,1000,24004159,68720,3175,0,191,1.10E+08,2004,2.35,0,0
79,160,130,469,14500000,25019,1548,0,159,2.50E+07,1970,2.35,0,1
451,215,0,986,107503316,392474,2530,1,1229,1.30E+08,2009,2.35,18000,1
64,90,397,5,673780,4555,5,0,26,10000,2000,1.85,697,1
159,81,3,220,22757819,13521,276,0,150,1.00E+05,2015,1.85,0,0
186,116,6,25000,4435083,27882,39463,2,119,1.80E+07,2013,2.35,18000,1
210,117,456,21000,31670931,44099,23745,0,143,6.00E+07,2009,2.35,0,0
232,85,109,200,9437933,90827,332,0,329,180000,2007,1.85,26000,1
304,137,16000,890,66207920,512749,1959,0,935,3.00E+07,2004,2.35,0,1
271,110,152,22000,28747570,100571,22140,1,416,7.00E+06,2005,2.35,0,1
597,134,0,2000,56667870,439176,4251,0,695,2.00E+07,2013,2.35,83000,1
136,146,611,23000,9213,38690,23240,2,130,9.40E+07,2011,2.35,13000,1
215,120,14000,861,434949459,281842,2811,0,515,10500000,1982,1.85,34000,1
177,87,750,745,9003011,133966,1396,0,294,2.00E+06,1981,2.35,0,1
35,114,31,9000,50628009,22955,10731,0,88,9.00E+07,1998,1.85,0,0
81,98,11,966,50189179,61966,2018,2,207,6.00E+07,2002,1.85,797,0
105,96,11000,22000,32122249,69319,22889,1,138,6.00E+07,2002,1.85,846,0
156,92,52,723,27669413,76207,3101,0,194,1.10E+07,2009,1.85,0,0
59,92,6,890,4002955,33745,3654,0,198,2.00E+07,1999,1.85,0,0
275,102,51,13000,44134898,72803,20330,3,171,1.30E+07,2014,1.85,33000,1
369,100,128,596,56114221,110486,1261,3,695,1.20E+08,2015,2.35,41000,0
128,97,52,14000,47124400,49676,17278,0,181,2.50E+07,2005,2.35,0,0
490,138,17000,29000,127968405,786092,29585,0,964,8.00E+07,2010,2.35,53000,1
291,121,0,24000,403706375,544665,40484,0,2012,1.39E+08,2002,1.85,5000,1
44,159,50,218,6498000,62756,554,1,410,18026148,2015,1.85,21000,1
274,113,22000,716,25530884,845580,1997,0,2067,9.00E+06,2000,2.35,40000,1
181,227,767,607,6000000,192775,1076,8,559,1.50E+07,1962,2.2,11000,1
125,123,563,24000,66808615,87351,43917,0,344,3.40E+07,2001,2.35,2000,0
162,145,79,981,34566746,45231,1825,1,315,8.00E+07,2000,1.85,0,1
223,113,252,539,170684505,172080,813,0,1017,4.50E+07,2002,1.85,0,1
94,134,22,1000,15681020,33570,3007,6,259,1.70E+07,1987,2.35,1000,0
274,96,0,20000,10139254,190990,24640,0,915,3.50E+07,2006,1.85,23000,1
112,111,64,778,11905519,30210,2205,0,214,2.00E+08,2005,1.85,0,1
558,157,0,1000,95720716,216032,2759,0,640,4.00E+07,2012,1.85,39000,1
293,112,133,11000,6105175,247020,12239,4,835,4.40E+07,2014,2.35,50000,0
210,120,0,579,7443007,24663,1500,12,71,3.00E+07,2009,1.85,0,0
249,119,218,13000,121468960,407601,13249,1,849,6.00E+07,2002,2.35,0,1
337,103,12,29,252652,54104,44,0,199,19900000,2010,1.85,38000,0
4,125,7,128,3330,22,214,0,1,2100000,2015,2.35,305,1
109,122,845,18000,76261036,305929,22370,2,633,4.50E+07,2001,2.35,0,1
68,102,212,10000,354704,2705,11083,0,38,1300000,1987,1.85,314,0
178,93,45,9000,25857987,110614,10185,0,532,6.20E+07,2005,2.35,0,0
15,105,121,11000,13854000,21079,14677,0,55,2.00E+07,1988,1.85,818,0
73,147,272,22000,53300852,154487,37076,3,259,4.40E+07,1996,2.35,0,1
481,102,338,1000,4105123,148221,1445,0,316,1100000,2011,1.85,51000,1
90,118,41,722,4280577,50919,2859,0,114,1.00E+07,2005,2.35,0,0
183,111,0,523,4190530,53341,1795,0,185,22500000,2014,2.35,18000,1
213,102,149,695,22202612,291875,2509,3,533,2800000,1939,1.37,14000,1
525,132,160,20000,70496802,791783,22417,1,2042,5.40E+07,2005,2.35,48000,1
222,117,115,3000,28563179,72693,3681,4,199,2.10E+07,2007,1.85,0,0
27,101,88,957,22294341,12278,4629,3,71,21500000,1996,1.85,758,0
124,131,911,5000,85433,69676,5954,2,131,13500000,2013,2.35,31000,1
267,170,17000,29000,102608827,264318,34582,0,799,1.10E+08,2004,2.35,0,1
152,94,151,113,2912363,25063,278,1,177,3.00E+06,2005,2.35,0,1
83,212,0,12000,13560960,23996,21130,0,161,5.00E+07,1995,2.35,915,1
676,100,0,33000,35054909,431578,34337,0,1264,1.50E+07,2011,2.35,81000,1
145,95,80,3000,101736215,315549,8134,6,789,1.10E+07,1999,1.85,0,0
96,293,249,362,11433134,168203,469,0,426,1.40E+07,1981,1.85,11000,1
63,121,15,4000,16574731,27675,6910,4,181,1.30E+07,1998,1.85,0,0
