name,text
Don,@dbongino None.  We are all pissed about this.  I have withdrawn my support for firePAC
Barry,"LIVE: A day after his State of the Union address, President Obama is in Idaho spekaing at @BoiseStateLive. Tune in: http://t.co/gDQwNgjSf3"
Hillary,"""If you believe that racism and sexism and bigotry have no place in our country...you need to vote."" https://t.co/nIOvu5x85c"
Hillary,Our democracy is built on fair elections and peaceful transfer of power. Trump can't threaten that just because he can't handle reality. https://t.co/hOG0VealI5
Don,"Join me tomorrow night at 7:00pm MDT in Billings, Montana for a MAKE AMERICA GREAT AGAIN RALLY! Get your tickets here: https://t.co/fyHduA2Peo"
Hillary,"""Would my son have a place in your America?"" —Khizr Khan, father of a fallen American hero, to Donald Trump https://t.co/TRmSe4qfRr"
Hillary,"""The thought of Donald Trump with nuclear weapons scares me to death. It should scare everyone."" https://t.co/E77BgjQGj7"
Hillary,"""39 days left. Do we lift each other up or do we tear each other down?"" —Hillary https://t.co/99CFjfLtnk"
Hillary,Make sure @realDonaldTrump's bullying never reaches the White House. Chip in now: https://t.co/P865AbPdAz https://t.co/cjNoBiagTA
Hillary,"If we had a dollar for every time Mike Pence lied last night, well... https://t.co/3m4kppoh2g"
Don,"“Donald Trump was being framed, he fought back. That is not Obstruction.” @JesseBWatters  I had the right to end the whole Witch Hunt if I wanted. I could have fired everyone, including Mueller, if I wanted. I chose not to. I had the RIGHT to use Executive Privilege. I didn’t!"
Hillary,"“I want every boy and girl to know, the American Dream is big enough for you. And there is a place in America for you.” —Hillary in Colorado"
Hillary,Ask yourself: Do you want the guy who lost a billion dollars in one year—running a casino!—to run the U.S. economy? #debate
Don,“It looks here as though General Flynn’s defenses are incidental to something larger which is for the prosecution to figure out if it can find a path to Donald Trump without quite knowing what that crime might be. It stops looking like prosecution and more looking like......
Barry,Passionate student organizers came together at @OFA's Campus Organizing Summit. Find out more: https://t.co/OZN4MovTxo
Barry,This February was so hot that it shattered global records. Check it out: https://t.co/7tkAzF6CT8 #ActOnClimate
Don,"@realDonaldTrump @FoxNews @ArthelNeville @LelandVittert Absolutely true, President Trump. When those three show up, I turn @FoxNews OFF!"
Barry,President Obama has a message for @OFA supporters on the work ahead: https://t.co/2lW82lhIk3
Barry,"""I believe crime is like any other epidemic—we need to stop it before it starts."" —President Obama"
Hillary,“We’ve got to make sure that women and girls are treated with the dignity and respect in our country that we deserve.” —Hillary
Barry,Read how President Obama is working to minimize public health risks from climate change: http://t.co/BoQnDZybWS #ActOnClimate
Hillary,Hillary just introduced a new plan to help lift families with children out of poverty: https://t.co/lrVTNbd0zf
Hillary,Let’s come together to give every American the chance to chart their own future. Let’s prove once-and-for-all that love trumps hate.
Don,"Absolutely devastating to see the news out of Sri Lanka this morning. These were Christians targeted simply for practicing their faith on Easter. Please pray for the community there, especially the victims, that Christ would provide His peace to those who are hurting."
Barry,"""I refuse to leave our children a planet that's beyond their capacity to repair."" —President Obama #OurOcean2015 https://t.co/TfbkHQDDg0"
Barry,"In 31 states, people can still be fired because of who they love. Help change that in 2016: https://t.co/19OA1ZV27Y https://t.co/FPJE5lqg3R"
Barry,200 trillion gallons of rain fell in May—the wettest month on record. http://t.co/87oGgLFiJt #ActOnClimate
Don,"Just a few moments ago, I signed an EO addressing one of our nation’s most heartbreaking tragedies: VETERANS SUICIDE. To every Veteran—I want you to know that you have an entire nation of more than 300 million people behind you. You will NEVER be forgotten.https://t.co/DKxiV5Ku3B"
Don,https://t.co/3PAVDdfJJr
Don,https://t.co/6v90Th0zl1
Hillary,A (non-exhaustive) list of all the terrible things Donald Trump has said about women: https://t.co/QTCwWkrAf9
Hillary,You're never too old to invite your parents to your #VPDebate. Tune in to watch at 9pm ET. https://t.co/BZeq351Quf
Hillary,This election is too important to sit out. Go to https://t.co/tTgeqxNqYm and make sure you're registered. #NationalVoterRegistrationDay -H
Hillary,"Every girl—in every country—deserves to get an education and reach her dreams. Thank you, @FLOTUS. https://t.co/1KhjnUAtLl #DayoftheGirl"
Barry,Join the team that's fighting for LGBT equality: http://t.co/p8ssh2vgKS http://t.co/9jpzHSphzC
Don,"If @AndrewGillum did the same job with Florida that he has done in Tallahassee as Mayor, the State will be a crime ridden, overtaxed mess. @RonDeSantisFL will be a great Governor. VOTE!!!!!!"
Don,"Bernie Sanders and wife should pay the Pre-Trump Taxes on their almost $600,000 in income. He is always complaining about these big TAX CUTS, except when it benefits him. They made a fortune off of Trump, but so did everyone else - and that’s a good thing, not a bad thing!"
Don,"“It is mostly anonymous sources in here, why should anyone trust you? General Mattis, General Kelly said it’s not true.” @SavannahGuthrie  @TODAYshow  Bob Woodward is a liar who is like a Dem operative prior to the Midterms. He was caught cold, even by NBC."
Don,"Highly respected Senator Richard Burr, head of Senate Intelligence, said, after interviewing over 200 witnesses and studying over 2 million pages of documents, “WE HAVE FOUND NO COLLUSION BETWEEN THE TRUMP CAMPAIGN AND RUSSIA.” The Witch Hunt, so bad for our Country, must end!"
Hillary,"ENDORSEMENT: The Denver Post endorses Hillary Clinton for president - it's an easy call.
https://t.co/1RJAwV78CZ https://t.co/fcvyi7GrbU"
Don,"""There is indeed an emergency on our southern border. It's been loud and clear."" https://t.co/TJMJ5bhdDO"
Barry,"""From my family to yours, Chag Sameach."" —President Obama http://t.co/l500BWYpEl"
Don,"No Collusion, No Obstruction - there has NEVER been a President who has been more transparent. Millions of pages of documents were given to the Mueller Angry Dems, plus I allowed everyone to testify, including W.H. counsel. I didn’t have to do this, but now they want more....."
Hillary,I stand with the people gathered across the country tonight defending our values &amp; our Constitution. This is not who we are.
Barry,".@BarackObama was here in 2007, and tomorrow he’s barack. I mean back. #TBT @POTUS
https://t.co/LKU0eS0GXF"
Don,"Martha McSally is a great warrior, her opponent a Nancy Pelosi Wacko! https://t.co/QEUdPWDDud"
Don,"....back the House. It will be truly great HealthCare that will work for America. Also, Republicans will always support Pre-Existing Conditions. The Republican Party will be known as the Party of Great HealtCare. Meantime, the USA is doing better than ever &amp; is respected again!"
Hillary,"This #SpiritDay, let's take a stand for LGBT youth and send a clear message to all our kids: In the end, bullies always lose. -H https://t.co/sNuoXZYfZr"
Barry,The health care marketplace is open again. Check out your options now: https://t.co/osU8GUFSIu #GetCovered
Barry,The President will speak in Nashville at 3:25 p.m. ET about how to fix our broken immigration system. Tune in: http://t.co/RKar5WPgVY
Hillary,Outraged &amp; angry about this cowardly terror attack on a crowd of young people. Sending sympathy &amp; strength to victims &amp; people of Manchester
Barry,Another reason why health care reform is so important to millions of Americans. http://t.co/9A0mRMXsqL
Don,The Collusion Delusion is OVER! https://t.co/sRnHoDmzFJ
Don,"Bill DeBlasio, the high taxing Mayor of NYC, just stole my campaign slogan: PROMISES MADE  PROMISES KEPT! That’s not at all nice. No imagination! @foxandfriends"
Hillary,Trump and Pence's courting of white supremacists isn't a game: It's normalizing racism. And it's deplorable. https://t.co/91UqoXW7Z6
Barry,LIVE: @VP Biden is urging the Senate to give Judge Merrick Garland a fair hearing and timely up-or-down vote. https://t.co/2vG15zNgNn
Barry,"""Canada is joining us in our aggressive goal to bring down methane emissions in the oil and gas sector"" —@POTUS https://t.co/LyfvohcF03"
Hillary,We should make public colleges tuition-free for working families and debt-free for everyone.
Barry,"I knew it way back then and I’m absolutely convinced of it today — you’re one of a kind, @MichelleObama. Happy Birthday! https://t.co/ejqm0uC9J4"
Hillary,"In Mike Pence's defense, we wouldn't want to defend Donald Trump, either. #VPDebate https://t.co/Z2jV6FNzFl"
Hillary,"For those of you who don’t know @aminatou, she’s a supremely talented young woman with a terrific podcast, @callyrgf. She is also courageously &amp; gracefully managing a cancer diagnosis. Amina, sending you good vibes post-surgery &amp; sharing your inspiring thread. https://t.co/LDfl2OaFU3"
Don,"The reason the DACA for Wall deal didn’t get done was that a ridiculous court decision from the 9th Circuit allowed DACA to remain, thereby setting up a Supreme Court case. After ruling, Dems dropped deal - and that’s where we are today, Democrat obstruction of the needed Wall."
Barry,The landmark #ParisAgreement enters into force today—we must keep up the momentum to #ActOnClimate. https://t.co/Cyw5Udaoro
Hillary,Grateful to everyone who performed and turned out at #BroadwayForHillary. A great reminder about how important it is to vote. -H https://t.co/f4T0LFgAuw
Hillary,This election is a choice between an economy that benefits everyone or an economy that benefits...Donald Trump. https://t.co/PEHnJDdiLq
Barry,"In the weekly address, President Obama discusses another step in expanding #CollegeOpportunity. http://t.co/rl0d4mguzq"
Barry,President Obama applauds the Senate on taking an important step toward a trade deal that benefits American workers. http://t.co/FpnK64PyiI
Barry,Tell Senate leaders to do their jobs and give Judge Garland a fair hearing: https://t.co/WBgbg7zLPR #DoYourJob https://t.co/uequq6N7pl
Barry,Happy Saint Patrick's Day. http://t.co/i2hxSFrYGB
Barry,Say cheese. #NationalPizzaDay https://t.co/cqNblFDAta
Hillary,"This was not actually a hard question.

""I strongly support Roe v. Wade."" —Hillary #DebateNight"
Hillary,".@Tech4Campaigns, a new addition to the @OnwardTogether network, matches people with tech expertise with campaigns that need their skills. The deadline to get matched is Wednesday—sign up yourself, or spread the word: https://t.co/BepsVdjahU"
Barry,Keep the conversation on gun violence going until Congress will #DoSomething about it: http://t.co/A96eAymD37
Barry,Happy #EarthDay. https://t.co/grX8lqPkKI
Barry,Taking steps to reduce gun violence worth doing if it could save one life. But it could save far more. Finish this. https://t.co/P7LuMWrQ6B
Don,"Virtually every Democrat we are dealing with today strongly supported a Border Wall or Fence. It was only when I made it an important part of my campaign, because people and drugs were pouring into our Country unchecked, that they turned against it. Desperately needed!"
Barry,"In the weekly address, President Obama discusses the impact of Medicare and Medicaid on the 50th anniversary: http://t.co/SZ9Yn5PxjP"
Hillary,"As the world sees the worst of us this tribute to Anita Datar who died as the best of America reminds us who we are.
https://t.co/6XcpFk8jH6"
Don,"“The Lisa Page (FBI) transcript also confirms earlier reporting that Page testified Russian Collusion was still unproven when Special Counsel Robert Mueller was appointed.” Catherine Herridge, @FoxNews  In other words they appointed someone when there was (and is) no crime. Bad!"
Barry,"""When women succeed, America succeeds."" —President Obama #EqualPayNow"
Barry,I’m about to join @StephenCurry30 on stage with @MBK_Alliance to answer questions from boys and young men of color about the challenges that confront them and the opportunities within their grasp. Tune in at https://t.co/swMRHuB5Y4.
Barry,"The President announced a 40% cut in federal carbon pollution over the next decade, saving $18 billion. http://t.co/sK2xWX1nkV #ActOnClimate"
Barry,LIVE: President Obama is speaking at the White House #CyberSummit at @Stanford. http://t.co/CXo6EhiiVk
Don,“Remarks by President Trump on a Year of Historic Progress and Action to Combat the Opioid Crisis” https://t.co/YBTzMSOozW https://t.co/njGYwHff4t
Don,"....big, fat, waste of time, energy and money - $30,000,000 to be exact. It is now finally time to turn the tables and bring justice to some very sick and dangerous people who have committed very serious crimes, perhaps even Spying or Treason. This should never happen again!"
Hillary,"Live in VA, NJ, WA, NY or anywhere with an election today? Consider this my personal ask/nudge/plea for you to go to the polls and VOTE."
Hillary,"More than ever, I believe citizen engagement is vital to our democracy. I'm so inspired by everyone stepping up to organize and lead."
Barry,It's not too late—get your vintage tee today. https://t.co/tQoE4iDZTk https://t.co/lEPEAJzcs9
Hillary,Outstanding 3 for 3 debate sweep for @HillaryClinton! Nobody has ever been more prepared to be @POTUS.
Don,Great to see @AGPamBondi launch a cutting-edge statewide school safety APP in Florida today - named by Parkland Survivors. BIG PRIORITY and Florida is getting it done! #FortifyFL
Don,I spoke with Governor David Ige of Hawaii today to express our full support for the people of Hawaii as the State is impacted by #HurricaneLane. The Federal Government is fully committed to helping the people of Hawaii. https://t.co/P35yAAovIk
Hillary,"This wknd, we launched our first-ever #VotingWhileBlack Leadership Training. The 2-day bootcamp is our plan to give 1,000+ Black ppl the skills they need to win back our country. Help us bring this training to #Detroit next: https://t.co/ZLLa7MhCOb https://t.co/deqtjtqh63"
Barry,WATCH: The President calls on the Senate to stop playing politics and confirm Loretta Lynch as Attorney General. http://t.co/q7PqJylPKx
Hillary,"Lawrence Ramos is a first generation American, a World War II and Korean War veteran, and a proud Hillary supporter. https://t.co/AYBkJsTvo4"
Hillary,"“I need you to knock on doors.
I need you to make phone calls.
You gotta talk to your friends, including your Republican friends.” —@POTUS https://t.co/3bTUjMkSRZ"
Don,I believe it will be Crazy Bernie Sanders vs. Sleepy Joe Biden as the two finalists to run against maybe the best Economy in the history of our Country (and MANY other great things)! I look forward to facing whoever it may be. May God Rest Their Soul!
Don,President Trump and First Lady Melania Trump view memorial crosses for the 23 people killed in the Alabama tornadoes. https://t.co/HGs6gpxLDk
Hillary,"The Senate could override the presidential veto and end the #TrumpShutdown today. That's how checks and balances work, Mitch McConnell. #EndTheShutdown https://t.co/jGpmrnDJTQ"
Barry,"""Every nominee, including Kennedy in an election year—got an up or down vote"" —@VP on serving as Senate Judiciary Chairman or Ranking Member"
Barry,"""This is not some impossible problem that we cannot solve. We can solve it if we have the political will."" —President Obama #ActOnClimate"
Hillary,Donald Trump was not against the war in Iraq. #debate https://t.co/bXwhbDrVoc
Hillary,"We're up in the polls—that's great. But when the wind's at your back, it's time to run faster. Be a part of this: https://t.co/LejwAMLgmQ https://t.co/xp4PqzZhvP"
Barry,The federal minimum wage hasn't been raised since 2009. $7.25 isn't enough to make ends meet—we need to #RaiseTheWage.
Don,6 inches of moving water can knock an adult off their feet. STAY AWAY from moving water! #FloodSafety #Florence #HurricaneFlorence #SCWX #SCtweets https://t.co/fuUS9jNCPJ
Barry,It's time. #EqualPayDay https://t.co/VpcBDOHABW
Hillary,Watch Hillary's full remarks at the #AlSmithDinner. https://t.co/Dkb2CfpQBL
Don,"Today, there are plenty of reasons for that trust. Manufacturing jobs are roaring back. Blue-collar workers are set to make almost $2,500 more in annual wages. We're investing billions more in our military, and our service members are getting the best raise in nearly a decade. <U+0001F1FA><U+0001F1F8>"
Hillary,It's been a week since the deadline for the administration to reunify families it split up at the border. More than 559 children are still reportedly separated from their parents. #FamiliesBelongTogether
Don,I will be looking into this! #StopTheBias https://t.co/ZTWQolvmdM
Don,"Do you believe this? The New York Times Op-Ed: MEDIA AND DEMOCRATS OWE TRUMP AN APOLOGY. Well, they got that one right!"
Barry,55? May be time for some new material. Join @OFA in wishing President Obama happy birthday. https://t.co/oUxjlKyav0 https://t.co/43jKdxP6Ys
Barry,"Man-made climate change is happening, and it's a real threat to public health. Read more here: http://t.co/jJu6MMUMSJ"
Barry,Make President Obama's last birthday in office extra special. Sign the card: https://t.co/DgxEf3bhxa #TBT https://t.co/eEqqEJ114i
Hillary,"Trump ""finds it a lot easier to insult women than to talk to the president of Mexico about building a wall.” —Hillary"
Hillary,"I met with @aijenpoo and @aliciagarza to talk about ways we could continue working together, and a partnership was born."
Barry,TV won't be the same without Dave. http://t.co/9q5NHTf3b5
Hillary,"More than 10,000,000 Americans have already voted in this election.

You can make it 10,000,001: https://t.co/tTgeqxNqYm"
Hillary,"Fox News' @BretBaier, who first reported the debunked story about Clinton Foundation indictments, apologizes and retracts the assertion. https://t.co/MNnP6vvgFE"
Hillary,"Strong Dem Broward + Orange Counties, FL surpassed total 2012 turnout as of 4pm. Amazing work, @HillaryforFL volunteers! #GOTVforHRC"
Barry,We can't afford to have a key part of our democracy understaffed. We need nine justices. #DoYourJob https://t.co/UYkYFLoNr7
Don,"Since the mainstream media doesn’t cover the booming @realDonaldTrump economy enough:

-Wage growth just hit 3.4% – the best in 10 years

-Hispanic unemployment just hit a new record low

-Unemployment has been 4% or lower for a full year – the longest streak in 50 years!"
Hillary,Something extraordinary is happening in Europe—and perhaps soon in America. Teen girls are leading a movement to stop climate change. https://t.co/5phKLPWhm6
Don,"Thank you Missouri - I love you!
https://t.co/rx3mtd7yOy"
Don,.@JussieSmollett - what about MAGA and the tens of millions of people you insulted with your racist and dangerous comments!? #MAGA
Barry,ICYMI: 57 months of job growth = the longest streak on record. Read more: http://t.co/p5SloINzB4
Barry,"In the weekly address, President Obama discusses what #Obamacare has done to improve health care. https://t.co/VdQlyrSZhx"
Barry,A well-qualified #SCOTUS nominee deserves a fair hearing and a timely up-or-down vote. https://t.co/rBZe7gz2vD #DoYourJob
Don,@dbongino This is why more lawsuits are going to presented by union members because of misrepresentation by the top echelon of these unions!!!
Barry,Organizers across the country are working to prevent gun violence—state by state. Read more: http://t.co/DpnWBhEJcc
Hillary,.@IndivisibleTeam is rallying support this week for the #PaycheckFairnessAct. Call your member of Congress and tell them you want this chart to change. https://t.co/yYS8tNw8jS https://t.co/TDj1GK0vmx
Don,"Doug Wead, a truly great presidential historian, had a wonderful take on a very beautiful moment in history, the funeral service today of President Bush. Doug was able to brilliantly cover some very important and interesting periods of time! @LouDobbs"
Hillary,"@emilyslist Today, @emilyslist announced that 15,000+ women have reached out since Election Day about running for office! 7,000+ want to help them run."
Don,"So funny to watch people who have failed for years, they got NOTHING, telling me how to negotiate with North Korea. But thanks anyway!"
Don,“Shock report: US paying more for illegal immigrant births than Trump’s wall” https://t.co/FX3ljN7kPS
Don,"Democrats, it is time to come together and put the SAFETY of the AMERICAN PEOPLE before POLITICS. Border security must become a #1 priority! https://t.co/Wck6UpQGil"
Barry,Tune in at 11:15 a.m. ET to watch the President deliver remarks at the @WhiteHouse Conference on Aging: http://t.co/gk6UKi6Nti #WHCOA
Hillary,"It’s easy to get cynical about politics, but that’s what the other side wants you to feel.

Prove them wrong: https://t.co/u72wraOmhX"
Hillary,"Today marks 241 years of service and sacrifice from the @USNavy. To all sailors serving, past and present, and their families—thank you."
Hillary,"In FL, over 1 million Latino voters have cast ballots early --  approximately doubled from 2012.  Amazing."
Hillary,“Last night I congratulated Donald Trump and offered to work with him on behalf of our country.” —Hillary
Hillary,"If you want to go to college or are saddled with student debt, you'll want to read what @TimKaine has to say: https://t.co/qa9qO4AFxW"
Don,No Deal! Trade Talks with Canada Conclude for the Week with No Agreement | Breitbart https://t.co/87vi7OqopY via @BreitbartNews
Don,"Disgraced and discredited Bob Mueller and his whole group of Angry Democrat Thugs spent over 30 hours with the White House Councel, only with my approval, for purposes of transparency. Anybody needing that much time when they know there is no Russian Collusion is just someone...."
Barry,"Study shows #Obamacare leads to fewer uninsured Americans, better health, and improved access to care: http://t.co/BHHop7ZRU6"
Hillary,"When @RunForSomething launched, they expected to find 100 people who wanted to run for local office. Instead, they've recruited 17,000 young candidates in all 50 states, built a network of 6,000 volunteers, and endorsed 308 candidates. Their new goal: recruit 50k candidates."
Barry,Add a comment if you agree: American workers shouldn't have to choose between their health and a paycheck. https://t.co/AbSVkV1sEr
Don,Will be going to Camp David tomorrow morning for meetings on Border Security and many other topics with @WhiteHouse senior staff.
Barry,It's the holiday season—sign this card for President Obama: http://t.co/1hMgLtyJF4
Barry,It's time for everyone to see equal pay and child care as the economic priorities they are: http://t.co/sGaSHqftr3 #ObamaTownHall
Barry,WATCH: No one's invincible. http://t.co/gDzSSCx1G5 #GetCovered
Don,"Here we go with Mitt Romney, but so fast! Question will be, is he a Flake?  I hope not. Would much prefer that Mitt focus on Border Security and so many other things where he can be helpful. I won big, and he didn’t. He should be happy for all Republicans. Be a TEAM player &amp; WIN!"
Don,"I am watching the Democrat Party led (because they want Open Borders and existing weak laws) assault on our country by Guatemala, Honduras and El Salvador, whose leaders are doing little to stop this large flow of people, INCLUDING MANY CRIMINALS, from entering Mexico to U.S....."
Barry,"In the weekly address, President Obama calls on Congress to stop playing games with our economy and pass a budget. http://t.co/P7dlz9yq3B"
Hillary,Thank you @CecileRichards for your extraordinary leadership over the last 12 years as president of Planned Parenthood - and for getting up every single day to fight for a world where women's rights truly are human rights. #ThankYouCecile https://t.co/Mq6Q2KtNaq
Hillary,Our children are watching to see what kind of example we set for them. https://t.co/rAzUyjWsAq
Don,Thank you to NBC for the correction! https://t.co/L2mX3vREOl
Barry,Actively ignoring this epidemic is unacceptable. Congress has to act. #DisarmHate https://t.co/n46r7RDnQI
Hillary,.@timkaine That's what we @Wellesley girls do! And it's so clear @HillaryClinton is the only candidate prepared to be president #debatenight
Hillary,"We need to elect people up and down the ballot, at every level of government, who take climate change seriously and are ready to take it on."
Barry,"""There's something sacred about this place."" —President Obama on Yosemite National Park https://t.co/BOsfJ0C9W7"
Don,@dbongino I know  the police officers Union is backing Donald Trump...I back the blue #bluelivesmatter
Hillary,Denis Mukwege and Nadia Murad’s work to end the use of sexual violence as a weapon of war has brought awareness to a horrific practice and helped survivors get the care they need. My heartfelt congratulations to both for their well-deserved Nobel Peace Prize.
Hillary,"The move is a dramatic escalation on the attacks on Obamacare in the courts, even for the Trump administration. Under Jeff Sessions, the Justice Department had argued some parts of the law could stand. Now, all of the law's protections will be at the mercy of conservative judges."
Barry,Economic growth is just one way #DACAworks. See how your state will benefit from more #ImmigrationAction: http://t.co/5grtIZKm7H
Barry,"The noise around gun violence is loud.
But we can be louder.
#WearOrange https://t.co/lYA8JEFhvg"
Barry,It has been a record-breaking 139 days since Judge Garland was nominated and still no hearing or vote. #DoYourJob https://t.co/IX6RxQ300I
Hillary,"At last night's debate, Trump showed again and again that he doesn't have a clue about what makes America great. https://t.co/r5oDWYARU6"
Hillary,Our veterans and military families deserve better than what Donald Trump says about them. https://t.co/1gbXA2gvas
Hillary,"“I will do everything I can to get incomes rising again for hardworking people…you deserve to be part of a growing, thriving middle class.”"
Hillary,"I, our country, and Twitter will miss @JohnDingell’s quick wit, good heart, and profound sense of patriotism. My thoughts are with @RepDebDingell, the whole Dingell family, and the wide community of friends, constituents, and fellow Americans who admired and respected him."
Hillary,"“Gun bans and gun regulations that are not longstanding or sufficiently rooted in the text, history and tradition are not consistent with the Second Amendment individual right,"" he added."
Hillary,Trump has a history of boasting about his donations to charity—and little history of seriously donating to charity. https://t.co/p3EUMewYTw
Don,Great reviews on the new USMCA. Thank you! Mexico and Canada will be wonderful partners in Trade (and more) long into the future.
Don,https://t.co/95I4towyEP
Don,“This was an illegal coup attempt on the President of the United States.” Dan Bongino on @foxandfriends  True!
Don,Very interesting! https://t.co/ZmSA4v5fKi
Don,REMEMBER FLORIDA: I have been President of the United States for almost two years. During that time Senator Bill Nelson didn’t call me once. Rick Scott called constantly requesting dollars plus for Florida. Did a GREAT job on hurricanes. VOTE SCOTT!
Barry,LIVE: President Obama is speaking at @KUNews about middle-class economics. Tune in: http://t.co/DAJMCOnFQ1
Hillary,"“He has put Chinese steelworkers to work, not American steelworkers, and we’re going to change that.” —Hillary on Trump"
Don,"Wow, but not surprisingly, ObamaCare was just ruled UNCONSTITUTIONAL by a highly respected judge in Texas. Great news for America!"
Barry,WATCH: Words of advice from the Organizer-in-Chief at the #OFAFallSummit. https://t.co/oEbB5EoE6t
Barry,"The President is acting where he can, but we need Congress to pass a comprehensive solution to fix our broken system. #ImmigrationAction"
Don,I will be speaking at the Young Black Leadership Summit in 15 minutes where I will address the investigation into the bomb packages.
Don,"Why didn’t President Obama do something about Russia in September (before November Election) when told by the FBI? He did NOTHING, and had no intention of doing anything!"
Don,Michael Cohen was one of many lawyers who represented me (unfortunately). He had other clients also. He was just disbarred by the State Supreme Court for lying &amp; fraud. He did bad things unrelated to Trump. He is lying in order to reduce his prison time. Using Crooked’s lawyer!
Don,Inside @JudicialWatch: @RealDonaldTrump is first president in a generation to talk honestly about the border crisis.  https://t.co/jBEYbdffj4 https://t.co/bMTyOByEUl
Don,"Wow, I made OFF THE RECORD COMMENTS to Bloomberg concerning Canada, and this powerful understanding was BLATANTLY VIOLATED. Oh well, just more dishonest reporting. I am used to it. At least Canada knows where I stand!"
Don,.@MikeDeWine will be a great Governor for the People of Ohio. He is an outstanding man who loves his State – and always produces big....
Hillary,"""That reporter and I have the same condition. When Mr. Trump made fun of him, that hurt my feelings."" https://t.co/fOwLxPsa37"
Barry,BREAKING NEWS: Our Clean Water Rule has been finalized. https://t.co/k58D7iTOXZ Learn more: http://t.co/CLM6JSQq2L. #CleanWaterRules
Barry,"""We can't be satisfied—are not satisfied—until the opportunity gap is closed for everybody in America."" —President Obama #NAACP106"
Hillary,".@ArenaSummit's campaign toolbox has trainings on organizing, storytelling, and GOTV—including how to have effective GOTV conversations: https://t.co/S9mA2F322V"
Hillary,"Yes!
Elections matter. https://t.co/xU8dpew1Cn"
Hillary,"“More than 3 million people have already voted, including many of you right here in Ohio.” —Hillary

Join them: https://t.co/FGde4kwoHv"
Hillary,"Tonight, Mike Pence will either have to leave Trump out to dry—or try to justify the things they both believe. #VPDebate https://t.co/9PXYCR6zXN"
Don,Lets just call them WALLS from now on and stop playing political games! A WALL is a WALL!
Barry,Get a behind-the-scenes look at President Obama's trip to Alaska—the front lines in the fight against climate change. http://t.co/w3OHUbZJxX
Don,"“When Trump visited the island territory last October, OFFICIALS told him in a briefing 16 PEOPLE had died from Maria.” The Washington Post. This was long AFTER the hurricane took place. Over many months it went to 64 PEOPLE. Then, like magic, “3000 PEOPLE KILLED.” They hired...."
Hillary,“27 million are ready to put up a fight and not be intimidated by hatred and spite.” https://t.co/3TKJ4H68Kz https://t.co/Say5UiNWNL
Don,"Just watched Wacky Tom Steyer, who I have not seen in action before, be interviewed by @jaketapper. He comes off as a crazed &amp; stumbling lunatic who should be running out of money pretty soon. As bad as their field is, if he is running for President, the Dems will eat him alive!"
Barry,You don't need super powers to help push progress forward. Chip in today: https://t.co/yCxp5APr5E https://t.co/iHbjSMt3Ug
Don,https://t.co/nJORBjwint
Hillary,"As secretary of state, Hillary restored our reputation around the world and made us safer. https://t.co/K5xvmKOAm7"
Hillary,"This election will have record turnout, because voters see through Trump’s shameful attempts to undermine it just weeks before it happens. https://t.co/MbLgDnvxGU"
Barry,"A free flight to Chicago.
A free hotel room.
Tickets to see the legendary James Taylor.
Enter now: https://t.co/2frBiqy0q5"
Don,"I am pleased to announce that Heather Nauert, Spokeswoman for the United States Department of State, will be nominated to serve as United Nations Ambassador. I want to congratulate Heather, and thank Ambassador Nikki Haley for her great service to our Country!"
Don,"The Shutdown is only because of the 2020 Presidential Election. The Democrats know they can’t win based on all of the achievements of “Trump,” so they are going all out on the desperately needed Wall and Border Security - and Presidential Harassment. For them, strictly politics!"
Barry,Open enrollment is right around the corner. #GetCovered https://t.co/PmRZg0SywP
Hillary,"Hillary's advice to girls everywhere:

""There's nothing wrong with knowing what you want and going after it."" https://t.co/76Ha3wR8lu"
Don,Another big Caravan heading our way. Very hard to stop without a Wall!
Barry,The unemployment rate dropped in every single state during 2014—the first time that's happened in 30 years. http://t.co/1ngUD95daI
Hillary,Glad to be back in Iowa today where it all began for the start of early voting. Find your polling place here: https://t.co/jfd3CXLD1s -H
Hillary,Now is the time for leaders to be strong in their words &amp; deliberate in their actions.
Barry,"“More than a decade later, we still live with the consequences of the decision to invade Iraq.” —President Obama #IranDeal"
Hillary,"Thanks to all of you, we have now crossed the $500,000 mark. Here’s where your generosity is going, let’s keep it up!
 
@ACLU
@asylumadvocacy
@FlorenceProject
@humanrights1st
@supportKIND
@LUPE_rgv
@RAICESTEXAS
@UNITEDWEDREAM
@WomenBelong
@wrcommission
 
https://t.co/gFtjV3KBfM"
Barry,Don't miss the State of the Union address at 9:00 p.m. ET tonight. Tune in here: http://t.co/Q1OTaNWMYU #SOTU
Barry,"Judge Garland:

Independent mind <U+2713>
Highly qualified <U+2713>
Has had bipartisan support <U+2713>

Senate leaders: #DoYourJob https://t.co/r2egTausVA"
Don,Thank you Malawi! <U+0001F1FA><U+0001F1F8> <U+0001F1F2><U+0001F1FC> https://t.co/rE03LMNzOZ
Don,"8am Intermediate Advisory from @NHC_Atlantic upgrades #HurricaneMichael into a category 2 hurricane. Keep in mind, wind (which the categories are based on) will NOT be the only impacts with this storm. Expect life-threatening storm surge along much of the Gulf Coast, and more. https://t.co/wuPnEQ9hkE"
Barry,"""Every decision I make is aimed at one goal—that is to restore opportunity to everyone who works hard for it."" —President Obama #ConnectED"
