bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,yrs_old,assess_cd,price
3,1,1640,13939,1,3,55,4,170500
4,1,1190,7620,1.5,3,89,10,312000
3,2.5,2180,15484,1,3,23,5,350000
4,2.5,2120,8448,2,4,26,6,690000
4,2.5,2210,9427,2,3,16,6,375000
4,2.5,2510,47044,2,3,28,12,575000
4,2.25,2500,8500,1,4,37,5,646000
3,2.5,1560,4800,2,4,41,6,239950
5,2.5,2510,7525,1.5,4,86,5,400000
4,1.75,3060,94089,1,3,57,5,455000
3,2,1310,8069,1,3,25,11,240000
4,4,4260,11765,2,3,76,1,3400000
2,1,670,6720,1,5,73,8,304950
3,1.75,1840,2310,1,4,101,11,650000
3,1.75,1480,2211,2,3,20,7,402500
3,2.5,2420,7307,2,3,17,12,482000
3,2,1820,4480,1,5,92,5,655000
5,2.75,1940,5000,2,5,64,4,577000
3,2.5,1630,5996,2,3,29,7,350000
4,2.25,2520,8000,1,3,45,10,415000
4,2.5,2120,215186,2,2,32,3,396400
3,2.5,2490,8582,2,3,15,2,654300
4,2.5,3410,179419,2,3,11,9,774950
4,2,2380,10800,2,3,90,7,855000
3,2.5,2490,4000,2,5,97,8,1145000
2,2.5,1240,1546,2,3,8,4,330000
4,2.25,1900,10950,1,4,56,10,290000
3,3,2390,19454,1.5,3,7,1,519500
3,1.75,1810,12600,1,3,38,6,450000
3,3.5,4490,56609,2,3,22,3,3120000
4,2.5,2640,7883,2,3,25,2,359000
4,3.75,2870,4500,2,3,3,9,2000000
4,2.5,3250,48037,1,3,30,4,1050000
2,1,800,2280,1,5,69,12,402500
3,1.75,1360,5445,1,4,58,11,450000
5,2.25,1950,8086,1,3,35,10,262500
4,2.25,1970,7200,2,3,36,12,285000
3,2.5,2020,4861,2,3,10,11,290000
2,2.5,2280,6230,1,3,10,1,752500
4,2.75,3540,13515,2,3,17,11,820000
3,2.5,1560,2740,2,3,16,1,292000
2,1,750,6089,1,3,78,11,213000
4,3,2240,7035,2,3,73,4,400000
1,0.75,590,5650,1,3,71,12,202000
1,0,690,23244,1,4,67,5,484000
3,2,1580,14398,1,3,34,5,617450
3,1,1040,8000,1,4,59,3,250000
5,1.75,1880,10000,1,3,52,10,405000
2,1,1070,8750,1,3,64,2,325000
3,3,1860,7440,1,5,61,11,301350
2,1.75,1550,7800,1,3,75,1,425000
3,1,1860,6360,1,3,61,11,460000
3,2.5,3090,10940,2,3,23,2,938000
3,1.75,1720,8867,1,3,30,7,348000
2,1,1260,4080,1.5,5,89,5,435000
3,1.5,1120,11430,1,4,52,7,227950
2,1,1250,5880,1,3,67,11,425000
3,2,1810,4064,1.5,3,90,4,550000
3,2.5,1890,7053,2,4,23,6,347500
4,1.75,2020,6000,1,3,56,1,397000
4,1.75,1790,11875,1,4,46,10,410000
3,3.5,3190,6776,2,3,17,1,780000
4,3.25,3030,5164,1.5,5,90,9,1350000
3,2.25,1630,3070,2,3,11,10,476000
3,1.75,1180,16552,1,4,48,1,390000
3,2,1560,7000,1,4,47,3,226500
3,2,1340,2550,2,3,31,4,495000
5,3.25,2590,11500,1,4,47,1,1500000
3,1,1020,5950,1,3,65,8,385000
3,2.5,2370,5344,2,3,12,5,535950
4,2.5,3170,32430,2.5,3,26,5,910000
2,1,1120,4000,1,3,89,3,465000
3,1.75,1440,11787,1,3,32,1,495000
4,2,2170,5404,1.5,5,95,12,250000
4,2.25,3490,6906,2,4,87,10,1225000
4,2.25,1970,8941,2,3,42,12,400000
4,2.5,2780,13521,2,3,28,9,715000
3,2,2250,7757,1,3,23,6,342000
4,1.75,1340,8400,1,5,48,2,420000
3,1,1400,7360,1,4,47,2,148226
3,1,1510,10369,1,4,47,9,313000
3,1,1320,8220,1,3,56,9,150000
2,1,820,10270,1,3,61,7,150000
2,1,1080,9435,1,3,57,8,230000
2,1,840,5400,1,4,67,12,389100
4,2.25,2070,8720,1,5,41,12,645000
3,1,1520,6500,1,3,57,6,310000
2,1.75,1210,1189,2,3,1,2,351358
5,2.75,3810,9360,2,3,1,10,1700000
4,3.5,5370,323215,2,3,13,9,1565000
3,2,1540,3600,2,3,115,4,850000
4,2.5,2310,14023,2,3,24,9,470000
3,2.25,1870,1900,3,3,7,4,770000
3,1.75,1840,11440,1,4,38,8,366000
3,2.5,2060,7184,2,3,28,8,545000
3,1,1010,8800,1,4,47,5,205000
2,1,1020,8155,1,4,67,3,405000
4,2.5,2220,7210,1,3,42,8,467000
2,1,1050,4125,1,4,106,4,392500
4,2.75,3030,18400,1.5,3,42,8,901000
3,1.75,1800,7199,1,3,43,1,500000
3,2.5,1860,3690,2,3,15,2,384950
4,3.5,4070,336283,2,3,9,6,1700000
2,1,860,6120,1,3,67,9,245000
4,2.25,3080,10487,2,4,47,5,1165000
3,1.5,1280,3640,2,3,32,4,184500
2,2,1540,5000,1.5,3,29,10,269000
3,2.5,1530,3296,2,3,17,8,570000
4,1.75,2350,11914,1,4,54,9,850000
3,1,920,5200,1,4,46,10,209000
4,1.75,1840,5100,1,4,82,4,327000
3,1.5,1650,9957,1,4,54,8,369500
3,1.75,1760,8025,1,4,39,12,440000
4,2.25,3290,12329,1.5,4,47,7,947500
2,1,1270,4500,1.5,4,96,7,510000
3,2,1600,10318,1,3,74,3,385000
5,3,2670,9920,1,3,25,5,370000
4,1.5,1960,4500,1.5,3,93,11,660000
3,4.25,3300,308080,2,4,39,3,729000
3,1.75,2000,11880,2,3,36,5,440000
4,2.5,2360,81892,1,3,15,5,445000
2,1,1430,12092,1,4,77,9,460000
3,3,2330,7304,1,3,44,6,516000
4,2.5,2060,5607,2,3,13,1,343888
4,1.75,2240,9886,1.5,4,50,9,500000
5,1.75,2330,6450,1,3,57,9,465000
5,2.25,2180,7813,2,3,29,1,302000
2,1,1280,7861,1,4,102,6,195000
3,2.5,2140,8925,2,3,24,1,640000
6,2.5,2890,8122,1,3,38,2,502000
3,2.5,1480,3851,2,3,17,4,360000
4,2.5,1680,3000,2,3,12,9,290500
4,3,2163,5883,2,3,9,1,248000
4,2.5,2280,7568,2,4,14,3,433000
2,1,820,4200,1,3,35,9,480000
3,1,1330,5000,1,3,58,11,410000
4,2.75,2310,5000,2,3,9,7,309950
3,2,1290,7372,1,5,25,5,253000
3,1.75,1630,11800,1,4,44,3,280000
3,1,1410,8925,1,3,57,1,440000
5,1.75,1240,8936,1,3,61,1,333000
3,2.5,3100,23790,2,3,13,7,759950
3,2.25,2020,9000,2,3,36,9,345000
4,2.5,2500,5831,2,3,8,9,350000
2,1,790,14200,1,3,64,2,198000
3,1.75,2040,11294,1,4,63,1,730000
3,1.5,1430,9600,1,4,49,2,266200
4,2.5,2250,10160,2,5,48,10,1060000
2,1,1070,20450,1,2,67,5,95000
3,1.75,1300,12731,1,3,34,12,430000
4,2.25,2560,9731,2,4,42,7,650000
3,2.5,2190,5071,2,3,11,12,379900
2,1.5,940,1222,2,3,11,2,325000
4,2.25,1740,8449,1,4,57,9,455000
4,3.75,2220,3797,1.5,4,98,10,392000
3,1.75,1310,7811,1,3,39,12,373000
5,3,2710,8227,1,3,62,2,951250
3,2,1300,14350,1,3,60,3,502000
3,2,1940,40588,1,3,15,7,362500
2,1,1080,3500,1,3,91,10,525000
4,2.5,2110,11680,1,4,38,8,580000
3,2.25,1590,9425,1,3,30,5,278000
2,1,910,4800,1,4,92,4,422500
4,2,1590,5400,1,3,115,4,783200
4,2.5,3290,6628,2,3,12,12,715000
3,2.5,2010,2212,2,3,1,1,472217
3,2.5,2060,4030,2,3,16,6,244615
3,1.75,1560,14288,1,3,71,10,385000
3,1,1120,6600,1,3,72,10,549995
4,3.75,3550,15151,2,3,11,9,959900
6,4.5,3300,7200,2,3,35,6,510000
3,1.75,2000,12669,1,4,50,4,367000
5,3,2680,8410,2,3,25,9,375000
2,2.25,1290,1334,3,3,8,7,500000
2,2.25,1290,1334,3,3,8,5,489000
3,2,1150,700,2,3,15,12,340000
3,1.75,1880,5978,1,5,58,11,562000
3,2.5,2400,7478,2,3,13,10,489950
3,2.25,1920,9600,1,4,47,7,652000
4,3.25,4350,7090,2,3,16,11,472000
4,2.5,1910,9244,1,4,52,1,333000
3,1.5,2000,7350,1,3,62,3,560000
4,3.5,3290,20107,2,3,25,1,799000
5,2.25,3480,9200,2,3,36,1,860000
4,2.5,2410,55931,2,3,26,12,449500
4,3,2820,11500,2,3,24,5,692500
4,1.75,2710,11400,1,4,39,9,925000
3,2.25,2080,2856,1.5,3,12,4,267500
4,2.5,2200,6018,2,3,5,11,396800
4,1.5,1180,8058,1,5,46,9,220000
3,1.75,2120,56192,1,3,56,10,892500
3,2,1460,10311,1,4,40,3,455500
3,1.75,2110,11250,1,4,54,6,743000
4,1.5,1790,17925,1,4,64,8,338000
3,1.75,1340,13115,1,3,37,11,332000
3,1,2460,4000,1.5,4,97,8,563225
4,3.5,3760,20609,2,3,25,5,1150000
2,1,1240,5000,1,3,95,5,645000
3,2.5,2750,16000,2,4,34,9,739000
3,2.5,2530,13446,2,3,22,1,435000
3,2.25,3200,3800,2,5,101,5,995000
4,2.75,2020,7357,1,3,29,9,520000
4,2.5,3030,180263,2,3,28,3,400000
3,1.75,2350,7641,1,3,37,9,440000
3,1.5,1690,6010,1,3,69,4,440000
3,1,1280,3900,1,4,94,9,738000
3,1.5,1170,9848,1,3,52,3,250000
4,2.25,2700,8580,2,3,23,7,338150
3,2.25,1800,7371,1,3,36,8,425000
4,2.5,3670,54450,2,3,16,11,883000
3,2,2350,266151,1.5,3,32,8,510000
4,1.75,3100,21303,1,4,53,12,950000
3,1,1120,9656,1,5,60,7,435000
5,1.5,1900,10226,1,3,54,11,415000
2,2.5,1350,944,2,3,11,6,439000
5,1,1410,6400,1,5,60,8,295832
3,1.75,1560,9514,1,4,48,8,285000
3,1.5,1090,5003,1,3,53,12,350000
2,2.75,1465,972,2,3,9,1,489000
3,2.25,1790,6930,1,3,41,12,304500
3,1.5,1300,7313,1,4,47,12,288000
3,1.75,1920,9512,1,3,35,4,417000
3,3,1420,991,2,3,10,8,615000
5,3.5,3760,4857,2,3,11,3,730000
2,1,930,3447,1,4,37,4,178500
4,2,1580,9600,1,5,50,8,300000
4,2.5,2170,8518,1,3,60,11,415000
3,1.75,2040,15695,1,4,56,1,452500
4,2.75,3430,15877,1,3,10,2,1010000
4,2.5,2160,7000,2,4,26,2,653000
4,2.25,2060,5649,1,5,74,11,715000
3,1.75,1410,4080,1.5,4,88,9,541000
4,1.5,1850,7547,1.5,4,55,9,245000
2,1,1370,10038,1.5,4,93,2,547000
5,2.75,3330,12408,1,3,39,5,750000
5,2.5,1970,12375,1,3,56,7,575000
3,1.75,1310,8670,1,4,31,6,216000
3,1.75,1640,4579,1,4,99,8,443000
4,2.25,1600,6202,2,4,29,3,257700
3,1,1230,9440,1,3,37,5,278000
3,2.5,2240,3691,2,3,12,1,300000
3,2.5,2190,7904,2,3,20,8,269100
3,1,990,10752,1.5,4,86,10,402500
2,1.5,1010,7719,2,3,34,9,306888
4,2.5,2920,14210,2,4,37,12,795000
4,2.5,2310,5573,2,4,12,2,525000
3,2.5,3470,12076,2,3,27,10,1050000
2,1,1220,6000,1,3,77,8,452000
3,2.25,1550,5401,2,3,15,6,350000
4,2.5,2070,6180,2,3,8,6,410000
3,1.75,2060,3600,1.5,3,110,10,595000
3,2.5,1690,4851,2,3,11,10,499000
4,2.5,2550,7555,2,3,14,2,340000
5,3.25,3370,7947,2,3,14,9,1065000
4,3,2230,52983,2,3,24,5,460000
4,2.5,2382,5899,2,3,4,9,345000
3,2.25,1620,7566,2,3,25,5,280500
3,1,1140,6120,1.5,3,89,5,704000
3,2.5,2140,40173,2,4,25,9,545000
3,1.5,1900,7584,1,5,53,8,335000
4,3,3370,7920,1,3,27,7,1325000
3,2.75,2300,8000,1,3,50,5,420000
4,2,2040,5050,1,5,78,12,705000
4,1.75,1840,10528,1,3,25,2,274900
4,2.5,2860,3345,2,3,11,12,499950
3,1.5,1400,7550,1,4,62,9,415250
3,1,990,7520,1,4,57,12,222000
3,2,3120,42247,1,4,35,6,375000
3,2.5,1640,5707,2,3,20,3,300000
3,1.75,2820,8879,1,5,95,1,456700
3,2.75,1970,5200,1.5,3,100,5,925500
5,2.5,2840,15598,1,4,40,5,375000
3,2.5,2370,15375,2,3,22,11,420000
3,2.5,2610,7301,2,3,11,5,575000
3,2,1340,1951,1,3,100,3,335000
4,2,1300,7200,1,3,57,5,428000
4,2.5,3340,34238,1,4,38,10,655000
3,3,2630,4896,2,3,9,8,738000
5,1.75,1960,3748,1,3,50,10,415000
3,1,1090,6125,1,4,70,8,392000
2,1,1550,4600,1,4,74,9,555000
3,2.5,1770,2677,2,3,10,10,260000
3,1,1390,10500,1.5,3,75,3,392500
3,2.5,2979,17313,2,3,22,2,912000
2,1,830,7609,1,3,72,12,135000
3,2.75,1560,77536,1,3,37,11,500000
3,1.5,1360,7488,1,4,40,10,238000
4,2,1650,5974,1,5,43,12,251000
2,1.75,1510,5319,2,4,37,2,406500
4,2.25,3010,10925,2,4,27,1,433495
3,2.25,1510,6071,1,4,30,9,265000
3,1.75,1950,7260,1,3,58,4,360000
4,1,1800,12485,1,5,60,8,425000
2,2.75,2810,11205,1,3,47,9,450000
3,1.75,1760,8266,1,5,61,7,449900
4,2.5,2040,5875,2,3,11,5,345000
4,2,1690,35346,1,3,48,11,612500
3,1.75,1530,7650,1,4,38,5,317000
3,1.5,1810,3880,1.5,4,86,3,585000
3,1.75,1180,14292,1,3,34,12,455000
4,4,4090,51908,2,3,24,8,1035000
4,2.25,2250,3463,2,4,47,6,497000
3,1.75,1070,6315,1,3,23,9,226750
4,2,1820,7102,1,3,65,9,385000
3,0.75,1080,5025,1,3,67,2,205000
4,2.5,2760,13093,2,4,26,2,745000
4,2.5,2550,4770,2,3,10,5,371000
4,2.5,2080,8504,2,3,24,2,545000
3,1,1280,5460,1.5,4,84,4,443000
2,1,950,6350,1,3,64,4,287000
3,1,1050,7577,1,3,32,9,194000
3,1,1800,7650,1,5,58,6,265000
4,2.75,3840,10004,1,4,52,12,1135000
4,3.25,3674,12793,2,3,28,9,699950
4,1,1710,7000,1.5,3,65,12,433000
2,1.75,910,2693,1,3,12,6,200000
3,1.5,1340,25160,1,3,47,11,289571
4,2.75,2340,11034,1,3,48,6,440000
3,1.5,1510,8360,1,3,55,5,400000
4,2.5,2630,15000,2,5,53,3,589000
5,2.25,3100,97661,2,3,29,2,850000
3,1,940,3000,1.5,3,112,10,520000
2,2.25,1370,1248,2,3,15,8,555000
3,2.5,2480,5082,2,3,11,10,470000
2,1.5,1068,1158,2,3,25,1,207000
4,2.75,2390,9650,1,3,39,4,379750
4,1.75,2170,4600,1,3,65,12,709000
3,2.5,1520,9864,1,3,22,4,240000
4,1.5,2210,10497,1,4,62,12,445500
5,2.5,3200,7863,1,5,56,1,1308000
3,1.5,1160,10125,1,4,56,3,210000
4,2.5,2670,5895,2,3,16,10,603000
3,2.5,2520,10012,2,3,28,11,720000
2,1,760,5500,1.5,3,68,6,92000
3,1.75,1310,5000,2,4,114,4,600000
4,2.5,2750,13950,1,4,67,10,725000
5,2.25,1790,10300,1,3,54,8,409950
3,2.5,1790,7167,2,3,26,12,515000
4,2.5,2400,11640,1,5,47,6,495000
4,2.25,2420,10200,2,4,42,11,998000
3,1.75,1710,8767,1,4,29,5,630000
3,1.75,2000,7480,1,3,43,8,410000
3,2.25,1580,11580,1,4,36,4,602000
4,2.75,2310,10232,1,5,35,9,750000
4,3,3580,9316,2.5,3,24,2,711600
4,4,4320,8709,2,3,9,2,1050000
3,2.5,2560,35265,2,3,34,12,700500
4,2.5,3220,18618,2,3,24,9,710000
3,2,1660,13085,1,3,30,7,250000
4,1.75,2420,8400,1,5,51,10,350000
7,3.5,2870,29699,1,3,54,8,475000
2,1,830,7200,1,2,95,9,200000
4,2.25,1710,7000,1,4,43,10,450000
5,2.5,2600,4641,2,3,10,6,316000
1,1,670,4920,1,3,95,6,310000
3,1.5,1500,11975,1,4,45,5,392000
3,3.25,1460,1254,3,3,15,9,521000
2,2,1540,7110,1,3,66,3,495000
3,1.75,1250,8084,1,4,48,3,209000
4,2,2230,9900,1.5,5,56,8,809950
2,1.75,1800,224769,1,3,65,11,400000
4,2.5,2400,7292,1,3,35,2,415000
4,2,2370,76665,2,4,37,12,411000
2,2,1830,3600,1,4,89,10,825000
3,2.25,1480,1384,3,3,7,6,436000
4,2.5,2620,8331,2,3,24,4,460000
3,1,1300,5782,1,4,56,8,281000
4,1.5,3120,7680,1,3,59,7,976000
4,2.5,2400,10364,2,3,20,2,485000
3,2.5,1430,9240,2,3,31,11,429000
3,2.5,2480,7428,2,3,25,8,729000
3,2.5,2280,4757,2,3,12,5,625000
3,1.75,1390,9328,1,4,28,5,218500
3,1,1030,8395,1,4,55,2,175000
3,1,1120,8200,1,4,77,6,442500
3,2,1300,3000,2,3,29,7,480000
3,2.25,2410,9668,1,4,50,10,715500
3,1.75,1470,7350,1,3,52,5,432500
5,4.25,4720,18741,2,3,10,7,875000
5,2.75,2910,13332,2,4,75,12,605000
4,4,5000,12941,3,3,13,2,1688000
3,2.25,1690,12662,1,5,33,4,318000
2,1,1000,7228,1,4,68,12,311300
5,2.75,2400,7904,1,3,23,5,325000
5,3.5,3330,3705,2,3,7,10,795000
4,2.25,2060,10358,1,4,53,11,558000
4,2.5,3090,18645,2,3,20,5,370000
4,2.5,2350,7245,2,3,22,9,598850
3,2.5,2180,9722,2,3,21,3,515700
3,2.5,1870,5013,2,3,12,6,458000
3,2.25,3530,13000,2.5,4,30,10,583500
4,2.5,2460,4166,2,3,12,12,653750
3,2.5,1650,4725,2,3,4,5,299000
5,3,3480,57499,1,4,39,3,532000
3,2.75,3176,13391,2,4,30,1,819000
4,2.25,2420,9000,1,5,48,9,945000
4,2.5,2260,9696,1,3,32,10,608700
4,2,2380,6122,1,4,66,3,812000
5,2.5,3400,8970,1,4,56,6,464000
4,2.5,3770,35081,2,3,26,6,950000
4,2.5,2672,4297,2,3,10,12,700000
3,1,1180,4219,1,3,76,4,435000
3,1.5,1810,14400,1,4,61,6,229500
3,3,2610,22672,1.5,4,63,2,1575000
3,2.25,1450,13439,1,4,52,9,265000
2,2,1600,64468,1,3,65,2,995000
3,2.5,2650,9380,1,5,40,8,590000
4,2.75,2490,17833,2,3,36,12,740000
2,0.75,850,7710,1,5,106,4,360000
4,2,1820,7200,1,3,39,3,548500
3,1.75,1960,4788,1,4,95,6,599000
3,1.75,2350,20820,1,4,37,3,615000
3,1.75,1320,6600,1,3,27,5,292000
4,2.5,3720,30649,2,3,27,10,899000
3,1.5,2210,6500,1,4,103,7,500000
3,2.5,1910,11550,1.5,3,12,10,580000
4,2.5,2840,6268,2,3,17,12,580000
3,1,1320,5000,1,4,95,5,594000
3,2.5,2440,7600,1,3,34,11,500000
4,2.5,2420,8056,1,3,27,3,550000
3,1.75,1180,6260,1,4,22,4,275000
3,2.25,1820,7420,2,4,32,2,390000
3,3,3760,8500,2.5,4,105,8,1250000
3,2.25,1560,15340,2,3,18,10,250000
2,2.5,1790,5400,2,4,36,5,405000
3,1,1430,7000,1,3,47,2,213950
3,1.5,1390,11340,1,4,52,10,232000
3,1,990,10800,1,4,56,8,207000
3,1.75,1880,30346,1,3,27,5,310000
3,2.5,2520,5000,3,3,25,2,540000
4,1.5,2060,4000,1.5,3,95,11,750000
4,2.5,2150,7303,2,3,10,4,392500
5,2.5,2500,12220,1,3,53,9,305000
3,2.5,2390,9157,2,3,31,7,735000
4,2.5,2400,6137,2,3,25,5,575000
2,1,660,5000,1,3,100,11,175000
4,2.5,1580,6633,2,4,31,10,291000
4,2.5,3250,8970,2,3,21,3,791500
3,2,1880,9659,1,3,64,6,475000
2,1,1190,11400,1,3,64,11,238950
3,3.5,1280,1257,2,3,15,5,470000
4,1.75,2380,15324,1,3,37,4,420000
3,2.5,2040,7605,2,3,19,5,440000
4,1.75,1440,4300,1.5,4,86,7,656000
3,2.5,2120,4310,2,3,14,6,559950
2,2,990,5416,1,3,80,2,600000
3,1,1710,12000,1,4,43,1,255000
4,1.5,1840,7076,1.5,3,58,6,210750
4,1,1150,2560,1.5,3,106,1,485000
3,2.5,2250,8076,2,3,20,8,390000
3,2.5,2460,12600,1,4,45,11,405000
4,1,1540,4500,1.5,2,110,1,462500
4,2.25,2210,14073,1,3,37,6,435000
3,2.5,1440,5434,2,3,12,2,440000
3,1.75,1790,7650,1,3,37,9,299950
2,1.5,1120,1024,2,3,45,4,440000
3,2.5,1260,11877,1,3,40,4,312620
3,1.5,1180,12324,1,3,34,6,372500
3,2.5,1730,8076,2,3,21,8,297262
4,3,2250,7245,1,4,52,1,735000
3,1.5,1550,5034,2,4,93,3,430000
2,1.75,1070,9750,1.5,3,20,8,241000
3,1,1460,9750,1,4,46,7,201000
2,1,1060,4000,1,4,105,10,570000
4,1.75,1840,9600,1,3,48,9,538000
3,2.5,2440,4244,2,3,4,4,729000
4,1.75,1700,14756,1,3,60,9,331500
2,1,680,8064,1,3,74,5,110700
3,2,1700,8448,1,3,19,1,245000
3,1.75,2000,7111,1,4,59,11,427000
4,1.75,2340,5940,1,3,62,4,650500
2,1,1120,7440,1,4,76,6,335900
2,2,1510,5133,1.5,3,76,7,535000
5,2,2120,2400,1,4,109,4,360000
3,2.25,1500,8100,1,3,47,7,294900
2,1,1030,5934,1,4,87,4,460000
4,3.5,5440,38900,2,3,25,4,1769000
2,1,1150,4400,1,4,110,2,463000
5,1.5,2420,43560,1,3,53,10,332000
4,2,1750,8116,1,4,72,6,199500
4,2,1750,8116,1,4,72,7,247000
4,2.5,2170,14024,2,3,23,7,442500
3,2,2540,237402,1,3,8,8,600000
3,2.5,1690,3827,2,3,10,12,449000
4,1,1600,4500,1.5,4,89,11,725000
3,1,1060,7900,1,3,54,10,215000
2,1.75,1990,6549,1,3,67,12,582500
4,2.25,2210,9371,2,4,47,10,305000
4,2.75,3090,7650,2,3,56,9,734000
3,2,1050,10072,1,3,29,12,300000
5,1.75,2550,71874,1,5,55,8,525888
4,2.5,2095,4400,1.5,5,105,10,711000
3,1.75,1520,12282,1,3,37,2,360000
5,2.5,2750,12350,2,3,28,4,357000
3,1.75,1200,9266,1,4,55,9,235000
3,1.75,1830,9720,1,3,87,5,550000
3,1,1160,7202,1,4,58,2,324000
3,2,1750,9239,1,3,26,4,420000
4,2.5,2400,7693,2,3,12,2,450000
5,3.5,4140,6770,2,3,11,12,825000
4,2.25,2115,6234,2,3,17,8,272000
3,2,2580,15653,1.5,3,25,3,481000
3,1,1220,3400,1,3,88,5,500000
2,1.5,1630,3780,1,4,75,8,448000
2,2,1350,4220,1,3,11,5,480000
3,2.5,1690,2890,2,3,11,4,475000
2,2.25,1700,2383,2,3,10,10,472500
4,2.25,1890,7616,1,4,36,7,291000
2,1,850,5250,1,4,65,10,294000
4,2.5,2480,12688,1,4,48,10,1013050
3,2.5,1690,3129,2,3,13,1,442500
2,1,810,8424,1,4,56,7,170000
4,2.5,3980,16304,1,3,47,12,1582500
3,2.25,2580,6000,2,3,90,11,665000
5,4.5,6085,142725,3,3,15,7,1610000
2,1.75,2140,5000,1,3,85,6,675000
2,1.75,1360,10000,1,3,58,7,279900
4,1.5,1800,3245,1.5,4,86,8,875000
3,2.5,1920,3867,2,3,10,7,571000
3,1,860,5060,1.5,3,88,11,320000
3,2.5,2340,35021,1,3,29,9,525000
8,2.75,4040,20666,1,4,53,9,1650000
3,1.75,1160,5082,1,3,73,4,137900
3,2.25,1680,57063,2,4,26,4,440000
3,1,1280,3870,1,3,70,9,360000
4,1.5,1800,9576,1,4,38,1,271000
6,3.25,4250,23326,1,3,48,4,465000
4,2.5,2400,4596,2,3,11,4,280000
2,1,940,6350,1,4,73,9,283000
3,1,1110,7208,1,3,35,7,411500
3,2.25,2420,7548,1,4,48,10,282000
3,2.5,1850,1499,2.5,3,10,8,535000
4,2.5,2020,4350,2,5,72,10,554729
4,2.5,2020,4350,2,5,72,10,868000
3,2.5,1830,65340,1,3,24,11,427000
4,1.75,1920,6000,1,4,61,12,455000
2,1.75,1280,8500,1,3,62,10,595000
4,2.5,3130,5240,2,3,11,11,400000
4,2.5,3920,12415,2,3,18,4,770000
4,2.75,3100,3773,2,3,96,9,742500
4,2.5,3220,15600,1,5,42,3,1250000
3,2,1670,13775,1,3,47,7,375000
4,2.5,2700,17853,2,4,55,6,1557600
4,2,5461,22880,1,4,51,2,545000
3,1.75,2190,8500,1,4,58,4,1565000
4,1.5,1200,11163,1.5,4,45,10,178000
3,1.75,1470,10390,1,3,26,8,262500
3,1.75,1650,5000,1.5,4,115,5,730000
5,1.75,1840,10453,1,3,67,7,395000
3,1,1210,6650,1,3,56,10,355000
3,2.5,1870,8541,2,3,26,3,299990
4,3.25,3890,422096,1.5,3,14,12,1125000
4,2.25,2660,11200,2,4,43,5,425000
2,1,1150,7552,1,3,64,7,349000
4,1.75,1740,4816,1,5,73,1,554950
6,3,2580,8064,1.5,3,102,8,326000
4,1.75,1720,6975,1,3,40,2,580000
3,2.5,2740,18455,2,4,38,6,699000
3,2.75,2610,11290,1,3,30,3,757000
3,1.75,1400,7920,1,3,50,12,335000
3,2,2570,28500,1,3,32,5,660000
4,2.75,2830,7334,2,3,10,12,540000
5,2.25,2630,8625,2,3,49,8,320000
3,2.5,1580,7918,2,3,21,1,280000
3,2,1540,10931,1,3,26,1,324000
3,1,2120,7735,1,4,48,7,300000
3,1.75,1830,10000,2,4,102,7,360000
3,2.5,2260,10153,2,3,28,9,600000
4,1.75,2500,92347,1,4,45,5,950000
3,3.25,1830,1804,3,3,1,10,599950
4,1,1190,7920,1,3,64,6,190000
4,1.75,2310,9002,1,3,45,7,350000
3,1,1230,4600,1.5,3,86,7,522000
3,2.5,2940,10809,2,3,23,11,850000
3,1,1010,8800,1,4,61,7,308000
6,2.25,2550,5000,2,4,108,1,1020000
3,1,1480,5100,1.5,3,77,12,397500
3,1.75,1460,7967,1,3,38,10,186000
5,3,3110,12429,1,3,38,8,436500
3,2,2140,4923,1,4,87,12,710000
5,3.25,3450,6360,2,5,110,12,1378600
3,2.25,1960,10682,1,3,58,4,450000
4,2.75,1890,5240,1,3,34,11,375000
2,1,2080,14659,1,3,55,6,315000
3,1,1700,4165,1.5,3,97,2,467500
3,1,1140,7316,1,3,56,5,330000
3,2.5,3136,54450,1.5,5,105,1,665000
4,3.25,2590,3889,3,3,2,2,760000
3,1.75,1480,800,2,3,1,2,469000
3,3,1500,1473,2,3,15,5,408000
3,2.75,2660,10350,1,4,44,11,851000
2,2,1350,3926,1,3,8,3,410000
2,1,860,10500,1,3,72,11,235000
2,1,1000,4500,1,3,99,3,207100
4,2.5,2480,16360,1,5,56,5,560000
3,2.75,3860,12786,2,4,31,5,903000
3,1.75,2140,4800,2,3,110,1,998500
4,1.75,1820,13600,1.5,3,56,12,268500
2,1.75,2220,33000,1,4,45,11,494950
4,2.5,2660,11200,2,3,16,8,1130000
3,2,1470,12096,1,4,73,8,250000
4,1.75,2350,54450,1,4,44,3,449000
3,2.25,2980,7700,1,3,51,3,1225000
4,2,1870,7700,1,3,49,10,325000
5,3,2430,8000,1,4,58,10,506000
4,2.5,2790,6538,2,3,12,8,751000
3,2.5,1370,22326,2,3,22,3,280000
4,2.25,4470,60373,2,3,27,5,1120000
3,1.75,2040,81021,1,3,35,4,580000
4,2.25,2340,5300,1,5,52,8,665000
4,2.5,2520,8515,2,3,16,5,450000
4,1,1710,117176,1.5,4,73,5,389900
3,1,1200,5252,1,3,53,2,427000
3,1.75,1330,12618,1,3,32,10,265000
3,1.5,1310,2996,2,3,17,11,398000
6,3.5,3020,4500,2,3,74,2,354000
4,2.5,2260,6086,2,3,16,9,339950
