age,workclass,educ_level,marital_status,occupation,relationship,race,gender,hours_per_wk,us_native,over_50k
51,Private,11,Widowed,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,40,Yes,No
18,Unknown,10,Never-married,,Own-child,White,Female,40,Yes,No
34,Private,9,Never-married,Sales,Own-child,White,Female,35,Yes,No
19,Private,9,Never-married,Other-service,Own-child,White,Female,32,Yes,No
64,Unknown,8,Married-civ-spouse,,Husband,White,Male,24,Yes,No
35,Private,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,Yes,No
32,Self-emp-not-inc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,70,Yes,Yes
50,Private,9,Separated,Craft-repair,Not-in-family,Black,Male,40,Yes,No
74,Unknown,10,Widowed,,Not-in-family,White,Female,12,Yes,No
32,Private,13,Never-married,Prof-specialty,Unmarried,White,Female,40,Yes,No
32,Private,10,Divorced,Adm-clerical,Other-relative,White,Female,40,Yes,No
21,Private,10,Never-married,Other-service,Own-child,White,Female,40,Yes,No
43,Federal-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,Yes,Yes
36,Private,14,Never-married,Prof-specialty,Own-child,White,Male,40,Yes,No
34,Private,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,Yes,No
70,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,Yes,Yes
38,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,Yes,No
17,Private,7,Never-married,Handlers-cleaners,Own-child,White,Male,12,,No
58,Private,6,Separated,Protective-serv,Not-in-family,White,Female,40,Yes,No
40,Private,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,Yes,Yes
64,Private,13,Divorced,Exec-managerial,Unmarried,White,Male,50,Yes,Yes
36,Private,2,Never-married,Farming-fishing,Not-in-family,White,Male,40,No,No
35,Private,9,Never-married,Exec-managerial,Not-in-family,White,Female,54,Yes,No
24,Private,10,Never-married,Handlers-cleaners,Unmarried,White,Male,30,Yes,No
21,Private,9,Never-married,Craft-repair,Own-child,Black,Male,40,Yes,No
62,Unknown,10,Married-civ-spouse,,Husband,White,Male,24,Yes,No
47,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,60,Yes,No
42,Federal-gov,12,Separated,Prof-specialty,Unmarried,White,Female,40,Yes,Yes
25,Private,12,Never-married,Craft-repair,Not-in-family,White,Male,40,Yes,No
32,Private,10,Never-married,Craft-repair,Own-child,White,Male,40,Yes,No
26,Private,9,Never-married,Craft-repair,Other-relative,White,Male,60,Yes,No
43,State-gov,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,Yes,Yes
45,Private,9,Divorced,Sales,Unmarried,White,Female,32,Yes,No
42,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,50,Yes,No
65,Unknown,10,Married-civ-spouse,,Husband,White,Male,4,Yes,No
53,Private,10,Widowed,Adm-clerical,Other-relative,White,Female,22,Yes,No
64,Self-emp-not-inc,14,Never-married,Prof-specialty,Not-in-family,White,Female,30,,No
46,Private,14,Divorced,Prof-specialty,Not-in-family,White,Male,44,Yes,No
23,Private,10,Married-civ-spouse,Sales,Wife,White,Female,35,Yes,No
20,Private,10,Never-married,Sales,Own-child,White,Male,40,Yes,No
19,Private,10,Never-married,Sales,Own-child,White,Female,22,Yes,No
29,Unknown,10,Never-married,,Not-in-family,Black,Male,36,,No
28,Self-emp-not-inc,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,Yes,Yes
45,Private,16,Widowed,Prof-specialty,Unmarried,White,Male,40,No,Yes
31,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,Yes,Yes
23,Unknown,10,Never-married,,Unmarried,White,Female,40,Yes,No
38,Private,10,Divorced,Adm-clerical,Unmarried,White,Female,40,No,No
45,Private,9,Divorced,Other-service,Not-in-family,White,Female,30,Yes,No
19,Unknown,10,Never-married,,Own-child,White,Female,35,Yes,No
34,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,40,Yes,No
32,Private,12,Never-married,Adm-clerical,Not-in-family,White,Female,40,Yes,No
34,Private,10,Married-civ-spouse,Sales,Husband,White,Male,55,Yes,Yes
57,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,Yes,No
53,State-gov,14,Never-married,Adm-clerical,Not-in-family,White,Female,40,Yes,No
22,Private,10,Never-married,Handlers-cleaners,Not-in-family,White,Female,30,Yes,No
36,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,Yes,No
21,Private,10,Never-married,Sales,Own-child,White,Female,40,Yes,No
29,Private,10,Never-married,Handlers-cleaners,Not-in-family,Black,Male,45,Yes,No
44,State-gov,13,Never-married,Adm-clerical,Not-in-family,White,Female,38,Yes,No
34,Private,13,Never-married,Other-service,Not-in-family,White,Female,35,Yes,No
50,Private,9,Widowed,Prof-specialty,Unmarried,Black,Female,40,Yes,No
34,Private,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,Yes,Yes
33,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Yes,No
30,Self-emp-not-inc,10,Separated,Prof-specialty,Unmarried,Black,Female,40,Yes,No
67,Self-emp-inc,4,Married-civ-spouse,Craft-repair,Husband,White,Male,48,Yes,No
70,Private,13,Divorced,Adm-clerical,Not-in-family,White,Male,40,Yes,No
35,Private,9,Married-spouse-absent,Other-service,Unmarried,Black,Female,20,Yes,No
31,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,Yes,No
30,Private,10,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,45,Yes,No
26,State-gov,10,Never-married,Protective-serv,Own-child,White,Male,40,Yes,No
39,Private,14,Divorced,Exec-managerial,Unmarried,Black,Female,60,Yes,Yes
43,Private,10,Married-civ-spouse,Protective-serv,Husband,White,Male,40,Yes,No
43,Private,10,Divorced,Tech-support,Not-in-family,White,Male,45,Yes,No
25,Private,12,Married-civ-spouse,Craft-repair,Husband,White,Male,45,Yes,Yes
47,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,50,Yes,Yes
33,Private,10,Married-civ-spouse,Craft-repair,Wife,White,Female,60,Yes,No
25,Private,13,Never-married,Prof-specialty,Own-child,Black,Female,55,Yes,No
21,Private,9,Never-married,Other-service,Own-child,Black,Male,36,Yes,No
32,Self-emp-not-inc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Yes,No
35,Private,14,Married-civ-spouse,Sales,Husband,White,Male,40,Yes,Yes
28,Private,10,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,55,Yes,No
23,Private,9,Never-married,Other-service,Own-child,White,Female,40,Yes,No
63,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Yes,No
47,Private,10,Widowed,Exec-managerial,Not-in-family,White,Female,45,No,No
52,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,60,Yes,No
23,Private,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,Yes,No
36,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,35,Yes,No
41,Private,9,Separated,Adm-clerical,Unmarried,Black,Female,40,,No
43,Federal-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,Yes,Yes
28,Private,9,Never-married,Other-service,Not-in-family,White,Female,46,Yes,No
51,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Yes,Yes
24,Local-gov,10,Never-married,Adm-clerical,Not-in-family,Black,Female,40,Yes,No
49,Private,13,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Yes,Yes
30,Local-gov,10,Married-civ-spouse,Craft-repair,Husband,White,Male,70,No,No
43,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,Yes,Yes
53,Private,5,Divorced,Other-service,Not-in-family,White,Female,36,No,No
46,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,No,Yes
24,Private,13,Never-married,Adm-clerical,Own-child,White,Female,20,Yes,No
53,Federal-gov,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,40,Yes,Yes
51,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,40,Yes,Yes
51,Private,10,Never-married,Exec-managerial,Unmarried,Black,Female,40,Yes,No
38,Self-emp-not-inc,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,Yes,Yes
65,Self-emp-not-inc,10,Married-civ-spouse,Sales,Husband,White,Male,18,Yes,No
26,Private,9,Never-married,Transport-moving,Not-in-family,White,Male,40,Yes,No
35,Private,10,Married-civ-spouse,Sales,Husband,White,Male,48,Yes,Yes
21,Local-gov,8,Never-married,Handlers-cleaners,Unmarried,Black,Female,20,Yes,No
47,Private,11,Married-civ-spouse,Adm-clerical,Husband,Black,Male,40,Yes,No
18,Private,7,Never-married,Handlers-cleaners,Own-child,White,Male,15,Yes,No
20,Private,10,Never-married,Adm-clerical,Own-child,White,Female,15,Yes,No
63,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,35,Yes,Yes
38,Private,13,Never-married,Adm-clerical,Own-child,White,Female,40,Yes,No
50,Self-emp-not-inc,9,Widowed,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,48,No,No
28,Private,8,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,,No
44,Self-emp-not-inc,10,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,80,No,No
26,Local-gov,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,Yes,No
45,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,43,Yes,No
42,Private,9,Divorced,Transport-moving,Not-in-family,White,Male,50,Yes,No
44,Local-gov,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Yes,No
62,Unknown,9,Married-civ-spouse,,Husband,White,Male,40,Yes,No
28,Private,9,Never-married,Exec-managerial,Own-child,White,Male,32,Yes,No
43,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,Yes,No
44,Self-emp-inc,14,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,40,Yes,No
25,Self-emp-inc,11,Never-married,Transport-moving,Unmarried,White,Male,55,Yes,No
48,Private,13,Divorced,Prof-specialty,Not-in-family,White,Male,30,Yes,Yes
54,Private,6,Married-civ-spouse,Other-service,Husband,Black,Male,40,Yes,No
40,Private,13,Divorced,Exec-managerial,Not-in-family,White,Female,40,Yes,Yes
26,Private,13,Never-married,Adm-clerical,Not-in-family,Black,Male,20,Yes,No
43,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,Yes,No
26,Private,9,Never-married,Adm-clerical,Not-in-family,White,Female,40,Yes,No
20,Private,10,Never-married,Exec-managerial,Own-child,White,Female,16,Yes,No
26,State-gov,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,40,Yes,Yes
23,Private,13,Never-married,Other-service,Own-child,Black,Female,30,Yes,No
50,Private,10,Married-civ-spouse,Sales,Husband,White,Male,50,Yes,No
32,Private,13,Never-married,Exec-managerial,Not-in-family,White,Male,40,Yes,No
20,Private,10,Never-married,Other-service,Own-child,White,Male,20,Yes,No
26,Private,12,Never-married,Other-service,Not-in-family,White,Female,40,Yes,No
42,State-gov,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,Yes,Yes
31,Private,10,Separated,Other-service,Unmarried,Black,Female,40,Yes,No
38,Private,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,Yes,No
41,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Yes,No
31,Private,13,Married-civ-spouse,Sales,Husband,White,Male,55,Yes,Yes
36,Private,7,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Yes,No
57,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,Yes,Yes
18,Private,9,Never-married,Adm-clerical,Own-child,White,Female,40,Yes,No
21,Private,9,Never-married,Handlers-cleaners,Own-child,White,Female,30,Yes,No
40,State-gov,11,Never-married,Craft-repair,Not-in-family,White,Male,40,Yes,No
47,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,No,Yes
50,Private,7,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,Yes,No
36,Self-emp-inc,9,Never-married,Exec-managerial,Own-child,White,Male,41,Yes,No
68,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,24,Yes,No
22,Private,9,Never-married,Handlers-cleaners,Own-child,White,Male,35,Yes,No
25,Private,13,Never-married,Sales,Not-in-family,White,Male,40,Yes,No
37,Private,9,Divorced,Craft-repair,Not-in-family,White,Male,40,Yes,No
43,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,Yes,Yes
51,Private,5,Married-civ-spouse,Craft-repair,Husband,White,Male,50,Yes,Yes
27,Local-gov,8,Never-married,Other-service,Own-child,Black,Female,44,Yes,No
60,Private,9,Separated,Adm-clerical,Unmarried,Black,Female,20,Yes,No
34,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,No,No
72,Private,9,Widowed,Other-service,Unmarried,White,Female,28,Yes,No
22,Private,13,Never-married,Adm-clerical,Own-child,White,Female,25,Yes,No
24,Unknown,9,Separated,,Not-in-family,White,Female,38,Yes,No
29,Unknown,9,Never-married,,Own-child,White,Male,20,Yes,No
34,Private,12,Married-civ-spouse,Sales,Husband,Black,Male,50,Yes,Yes
69,Private,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Yes,No
54,Private,6,Separated,Transport-moving,Unmarried,Black,Male,45,Yes,Yes
42,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,Yes,Yes
49,Local-gov,14,Separated,Prof-specialty,Unmarried,White,Female,70,Yes,No
42,Local-gov,13,Never-married,Exec-managerial,Own-child,White,Male,35,Yes,No
73,State-gov,4,Divorced,Other-service,Not-in-family,Asian-Pac-Islander,Female,40,Yes,No
40,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,35,Yes,No
53,Private,16,Never-married,Prof-specialty,Unmarried,White,Female,40,Yes,No
51,Private,4,Never-married,Handlers-cleaners,Own-child,White,Male,19,Yes,No
32,Private,13,Never-married,Prof-specialty,Not-in-family,Black,Female,40,Yes,No
29,Self-emp-not-inc,12,Married-civ-spouse,Sales,Husband,White,Male,50,Yes,No
30,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,Yes,No
28,Private,11,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,45,Yes,No
34,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,Yes,Yes
49,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,Yes,Yes
35,Unknown,10,Divorced,,Unmarried,White,Female,40,Yes,No
51,Private,9,Divorced,Other-service,Not-in-family,White,Female,32,Yes,No
22,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,30,Yes,No
30,Private,13,Never-married,Tech-support,Not-in-family,White,Female,45,Yes,Yes
21,Private,10,Never-married,Sales,Other-relative,Black,Female,20,Yes,No
29,Private,9,Married-civ-spouse,Sales,Husband,White,Male,50,Yes,No
35,Private,10,Married-civ-spouse,Sales,Husband,White,Male,40,Yes,Yes
33,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,20,Yes,Yes
29,Private,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,Yes,Yes
39,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Yes,No
44,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,Yes,Yes
32,Private,11,Never-married,Tech-support,Not-in-family,White,Female,64,Yes,No
30,Private,10,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,5,Yes,Yes
36,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,40,No,No
37,Private,12,Never-married,Exec-managerial,Not-in-family,White,Female,50,Yes,Yes
49,Private,9,Separated,Machine-op-inspct,Unmarried,White,Female,40,Yes,No
47,Local-gov,14,Never-married,Prof-specialty,Not-in-family,White,Female,45,Yes,Yes
35,Private,9,Never-married,Sales,Not-in-family,White,Male,40,Yes,No
48,Self-emp-not-inc,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,Yes,Yes
46,Private,12,Never-married,Craft-repair,Not-in-family,Black,Female,50,Yes,No
25,Private,12,Never-married,Tech-support,Not-in-family,White,Male,30,Yes,No
43,Private,10,Divorced,Adm-clerical,Unmarried,Black,Female,40,Yes,No
17,Private,9,Never-married,Other-service,Own-child,White,Male,40,Yes,No
38,State-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,Yes,Yes
46,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,50,Yes,No
61,Private,10,Married-civ-spouse,Sales,Husband,White,Male,45,Yes,Yes
36,Private,9,Divorced,Transport-moving,Own-child,White,Male,60,Yes,No
29,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,50,Yes,No
23,Unknown,10,Never-married,,Own-child,Black,Female,40,Yes,No
35,Private,10,Never-married,Exec-managerial,Not-in-family,White,Male,60,Yes,Yes
39,Private,9,Married-civ-spouse,Craft-repair,Wife,Black,Female,45,Yes,No
19,Private,9,Never-married,Sales,Own-child,White,Male,20,Yes,No
32,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Yes,No
61,State-gov,6,Never-married,Other-service,Not-in-family,Black,Female,38,Yes,No
23,Private,2,Never-married,Farming-fishing,Not-in-family,White,Male,36,No,No
23,Private,10,Never-married,Craft-repair,Not-in-family,White,Male,40,Yes,No
36,Private,13,Married-civ-spouse,Sales,Husband,White,Male,35,Yes,Yes
30,Private,10,Never-married,Tech-support,Other-relative,White,Male,40,Yes,No
55,Unknown,12,Married-spouse-absent,,Not-in-family,White,Female,5,Yes,No
30,Private,9,Never-married,Adm-clerical,Not-in-family,White,Female,35,No,No
41,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,Yes,Yes
36,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,Yes,Yes
40,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,Yes,Yes
35,Private,10,Never-married,Adm-clerical,Not-in-family,White,Male,40,Yes,No
62,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Yes,No
60,Private,7,Widowed,Transport-moving,Unmarried,Black,Male,40,Yes,No
51,Private,6,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,Yes,No
48,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,45,Yes,Yes
47,State-gov,10,Divorced,Craft-repair,Unmarried,White,Male,40,Yes,No
49,Self-emp-not-inc,10,Never-married,Craft-repair,Unmarried,White,Male,40,Yes,No
33,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Yes,No
39,Private,10,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,35,No,Yes
41,Private,14,Divorced,Other-service,Unmarried,Black,Female,30,Yes,No
59,State-gov,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,Yes,Yes
46,Private,13,Married-civ-spouse,Craft-repair,Husband,White,Male,44,Yes,Yes
27,Private,9,Separated,Craft-repair,Not-in-family,White,Male,40,Yes,No
23,Unknown,4,Never-married,,Not-in-family,White,Female,40,No,No
28,Private,9,Never-married,Adm-clerical,Not-in-family,White,Female,40,Yes,No
35,Private,10,Married-civ-spouse,Sales,Husband,White,Male,45,Yes,No
53,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,52,Yes,Yes
18,State-gov,9,Never-married,Adm-clerical,Own-child,Black,Female,20,Yes,No
18,Private,7,Never-married,Other-service,Own-child,Black,Male,20,Yes,No
58,Private,10,Never-married,Farming-fishing,Not-in-family,White,Male,40,Yes,No
26,Self-emp-inc,10,Married-civ-spouse,Sales,Husband,White,Male,32,Yes,No
48,Private,10,Never-married,Sales,Not-in-family,White,Male,70,Yes,No
18,Unknown,10,Never-married,,Own-child,White,Male,40,Yes,No
38,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Yes,No
21,Private,5,Never-married,Machine-op-inspct,Own-child,Black,Male,20,Yes,No
45,Private,11,Divorced,Other-service,Not-in-family,White,Male,10,Yes,No
42,Private,10,Divorced,Other-service,Unmarried,White,Female,32,Yes,No
48,Private,9,Never-married,Sales,Own-child,White,Male,40,Yes,No
43,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,60,Yes,No
28,Federal-gov,10,Never-married,Exec-managerial,Not-in-family,Black,Male,40,Yes,No
42,Federal-gov,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,Yes,No
27,Local-gov,13,Married-civ-spouse,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,40,Yes,No
22,Private,9,Never-married,Other-service,Own-child,White,Female,40,Yes,No
37,Federal-gov,10,Married-civ-spouse,Craft-repair,Husband,White,Male,43,Yes,No
43,Private,14,Divorced,Exec-managerial,Not-in-family,White,Female,50,Yes,Yes
57,Private,7,Married-civ-spouse,Other-service,Husband,White,Male,52,Yes,No
30,Private,13,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Yes,No
58,Private,9,Divorced,Exec-managerial,Unmarried,White,Female,40,Yes,No
27,Local-gov,12,Never-married,Prof-specialty,Own-child,Black,Female,37,Yes,No
67,Local-gov,4,Married-civ-spouse,Protective-serv,Husband,Black,Male,40,Yes,No
21,Private,10,Never-married,Other-service,Own-child,White,Male,40,Yes,No
46,Private,11,Never-married,Transport-moving,Not-in-family,White,Male,50,Yes,No
29,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,40,Yes,No
33,Private,12,Married-civ-spouse,Craft-repair,Husband,White,Male,45,Yes,No
56,Self-emp-not-inc,12,Married-civ-spouse,Farming-fishing,Wife,White,Female,40,Yes,No
37,Private,10,Never-married,Exec-managerial,Not-in-family,White,Male,40,Yes,No
64,Private,8,Married-civ-spouse,Craft-repair,Husband,White,Male,40,No,No
29,Private,9,Never-married,Transport-moving,Not-in-family,White,Male,40,Yes,No
47,Private,13,Married-civ-spouse,Sales,Husband,White,Male,40,Yes,Yes
25,Local-gov,13,Divorced,Protective-serv,Not-in-family,White,Female,40,Yes,No
43,Private,10,Divorced,Adm-clerical,Unmarried,White,Female,40,Yes,No
42,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,Yes,Yes
35,Private,9,Divorced,Prof-specialty,Unmarried,White,Female,40,Yes,No
55,Local-gov,9,Married-civ-spouse,Prof-specialty,Other-relative,White,Female,40,Yes,Yes
28,Private,5,Married-civ-spouse,Other-service,Other-relative,White,Female,35,Yes,No
30,State-gov,9,Separated,Adm-clerical,Unmarried,Black,Female,40,Yes,No
41,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,Yes,No
33,Private,9,Never-married,Other-service,Not-in-family,Black,Male,40,No,No
46,Self-emp-not-inc,14,Never-married,Exec-managerial,Not-in-family,White,Male,25,Yes,No
28,State-gov,10,Separated,Adm-clerical,Not-in-family,White,Female,40,Yes,No
57,Self-emp-not-inc,9,Widowed,Craft-repair,Not-in-family,White,Male,55,Yes,Yes
22,State-gov,12,Never-married,Prof-specialty,Not-in-family,White,Female,15,Yes,No
49,Private,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,Yes,No
48,Self-emp-inc,13,Married-civ-spouse,Sales,Husband,White,Male,40,Yes,Yes
67,Private,14,Never-married,Other-service,Not-in-family,White,Female,40,Yes,No
23,Private,9,Never-married,Handlers-cleaners,Own-child,Black,Male,40,Yes,No
27,Private,13,Never-married,Tech-support,Own-child,White,Male,40,Yes,No
38,Private,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,56,Yes,No
28,Private,10,Never-married,Adm-clerical,Not-in-family,White,Male,40,Yes,No
26,Private,9,Never-married,Sales,Not-in-family,Black,Male,40,Yes,No
48,Self-emp-not-inc,4,Married-civ-spouse,Craft-repair,Husband,White,Male,40,No,No
31,Private,13,Never-married,Prof-specialty,Not-in-family,Black,Female,60,Yes,Yes
36,Self-emp-not-inc,13,Married-civ-spouse,Sales,Husband,White,Male,40,Yes,Yes
72,Self-emp-not-inc,10,Married-civ-spouse,Other-service,Husband,White,Male,40,Yes,No
30,Private,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,Yes,No
31,Local-gov,13,Never-married,Prof-specialty,Not-in-family,White,Female,40,No,No
51,Self-emp-inc,9,Divorced,Exec-managerial,Not-in-family,White,Male,40,Yes,Yes
34,Private,9,Never-married,Craft-repair,Own-child,White,Male,45,Yes,No
50,Unknown,10,Married-civ-spouse,,Husband,White,Male,40,Yes,No
57,Self-emp-not-inc,4,Married-civ-spouse,Craft-repair,Husband,White,Male,50,Yes,No
24,Private,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,Yes,No
20,Private,10,Never-married,Craft-repair,Own-child,White,Male,40,Yes,No
51,Private,9,Divorced,Prof-specialty,Not-in-family,White,Female,43,Yes,No
38,Private,9,Divorced,Other-service,Unmarried,White,Female,35,Yes,No
45,Private,13,Never-married,Craft-repair,Not-in-family,White,Male,32,Yes,No
31,State-gov,12,Never-married,Adm-clerical,Own-child,Black,Female,45,Yes,No
61,Private,6,Divorced,Other-service,Not-in-family,White,Male,24,Yes,No
44,Self-emp-not-inc,10,Never-married,Adm-clerical,Not-in-family,White,Female,45,Yes,No
47,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,Yes,Yes
35,Private,9,Married-civ-spouse,Transport-moving,Not-in-family,White,Male,40,Yes,No
37,Private,9,Never-married,Craft-repair,Own-child,White,Male,40,Yes,No
41,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Yes,Yes
35,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,48,Yes,Yes
41,Private,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,Yes,No
34,State-gov,10,Divorced,Adm-clerical,Not-in-family,White,Female,38,Yes,No
39,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,Yes,Yes
21,Private,10,Never-married,Prof-specialty,Own-child,White,Female,25,Yes,No
17,Private,5,Never-married,Sales,Own-child,White,Female,15,Yes,No
39,Private,13,Divorced,Tech-support,Unmarried,White,Female,40,Yes,No
30,Private,12,Married-civ-spouse,Exec-managerial,Wife,Other,Female,40,Yes,Yes
31,Private,10,Married-civ-spouse,Other-service,Husband,Other,Male,40,No,No
58,Private,6,Married-civ-spouse,Other-service,Wife,White,Female,8,Yes,No
38,Private,13,Separated,Craft-repair,Not-in-family,White,Male,40,Yes,No
31,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,50,Yes,Yes
64,Private,10,Widowed,Sales,Not-in-family,White,Female,40,Yes,No
34,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,45,Yes,No
29,Private,2,Married-civ-spouse,Other-service,Husband,White,Male,40,,No
18,Unknown,9,Never-married,,Own-child,White,Male,40,Yes,No
21,Private,9,Never-married,Craft-repair,Own-child,White,Male,53,Yes,No
31,Private,13,Divorced,Prof-specialty,Not-in-family,White,Female,40,Yes,No
39,Unknown,9,Divorced,,Unmarried,White,Female,16,Yes,No
31,Self-emp-not-inc,8,Married-civ-spouse,Sales,Wife,Asian-Pac-Islander,Female,50,,No
33,Private,10,Never-married,Machine-op-inspct,Not-in-family,Black,Male,40,Yes,No
39,Private,13,Married-civ-spouse,Sales,Husband,White,Male,50,Yes,Yes
18,Unknown,7,Never-married,,Other-relative,White,Female,20,Yes,No
50,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,60,Yes,Yes
45,Private,9,Married-civ-spouse,Sales,Husband,White,Male,50,Yes,Yes
